Brand,Model,Year,category_group,cluster,PC1,PC2
adiva,ad tre,2014,Scooter,8,-2.208514742764398,0.6621447115381367
adiva,ad tre 55,2014,Scooter,1,-1.220228667243275,-0.8681031876967681
adiva,ad3 300,2019,Scooter,8,-1.634476915819627,0.054093969030948645
adiva,ad3 300lt,2020,Scooter,8,-1.5609526178528799,0.01723721106682257
adiva,ad3 400,2018,Scooter,1,-0.6858866155670952,-0.85017412025461
adiva,ad3 400,2019,Scooter,1,-0.5810187171655422,-0.8691120572268197
adiva,ar3 200,2018,Scooter,1,-0.9120355131050851,-1.1536324152911452
adiva,n125,2010,Scooter,8,-3.044308124258493,0.8774671037875635
adiva,n125,2011,Scooter,8,-3.2016099718608224,0.905874009245878
adiva,r125,2010,Scooter,2,-3.46076180289503,0.9462004906791451
adiva,r125,2011,Scooter,2,-3.2510260060919243,0.9083246167347258
aeon,3d-350,2018,Scooter,1,-1.1619728367178435,-0.9914435233594494
aeon,3d-350,2019,Scooter,1,-1.1013071370877743,-0.8927192430599925
aeon,3d-350 r,2019,Scooter,1,-0.9615370063026856,-0.8240788994634284
aeon,cobra  rs 180,2010,ATV,8,-2.593232105503006,-0.9792699255480908
aeon,cobra 220,2009,ATV,2,-2.2400308167285474,-0.8692172907595523
aeon,cobra 220,2019,ATV,8,-2.0302950199254415,-0.9070931647039716
aeon,cobra 320,2008,Other,1,-1.8466609446385291,-0.8498436758092577
aeon,cobra 320,2009,ATV,2,-2.1761680178685516,-0.7537944952772718
aeon,cobra 320,2010,ATV,8,-2.7111123818203278,-0.9539412619697926
aeon,cobra 400,2012,ATV,1,-1.6566152431149785,-1.0553127905447404
aeon,cobra 400 supermoto,2022,ATV,1,-1.6116254853466947,-1.113019179553292
aeon,cobra 50,2009,ATV,8,-2.838216656369801,-0.38387222786360004
aeon,cobra 50,2010,ATV,8,-2.890650605570577,-0.3744032593774952
aeon,cobra 50,2012,ATV,2,-3.400371903676407,-0.47270272005725344
aeon,cobra supermoto,2018,ATV,1,-1.6116254853466947,-1.113019179553292
aeon,cobra supermoto,2019,ATV,1,-1.6116254853466947,-1.113019179553292
aeon,crossland 300,2009,ATV,1,-1.093442356085337,-0.8778244856190469
aeon,crossland 300,2010,ATV,1,-0.9885744576837839,-0.8967624225912566
aeon,crossland 600 efi,2018,ATV,1,0.8050565133789074,-3.0035706806195264
aeon,crossland rx 400,2012,ATV,1,-0.8970361248500167,-1.0006566664750034
aeon,crossland x4 400,2012,ATV,1,-0.8746506686106351,-1.0387821632861756
aeon,elite 125,2012,Scooter,8,-2.3201947701799037,0.27093840110913875
aeon,elite 250i,2019,Scooter,8,-2.0546960986895644,0.1933479761758026
aeon,elite 350i,2012,Scooter,8,-1.8922882799896263,0.15081316542454667
aeon,elite 400i,2014,Scooter,8,-1.9361737140772042,0.27272566399580683
aeon,elite 400i abs,2018,Scooter,8,-1.7125637331010546,0.4939485646540486
aeon,elite 400i abs,2019,Scooter,8,-1.886626563398548,0.23388929707472628
aeon,minikolt 50,2009,ATV,8,-3.3333951254973266,-1.2083493416773825
aeon,minikolt 50,2010,ATV,8,-3.502749497111996,-1.3068437828581383
aeon,minikolt 50,2012,ATV,8,-3.3978815987104434,-1.325781719830348
aeon,my 125i,2012,Standard / Naked,8,-3.030345468354169,0.5995746363992793
aeon,overland 180,2010,ATV,2,-2.8204277690326234,-1.109737809442571
aeon,overland 200 t3,2018,ATV,1,-1.8147843035439921,-0.7417410653747771
aeon,overland 600,2012,ATV,1,0.5640028054799537,-3.111351198123879
aeon,quadro 350d,2012,Scooter,8,-1.5354266818580278,-0.050440020313601376
aeon,revo 100,2010,ATV,8,-2.7432983594831635,-0.8033832490498108
aeon,revo 50,2010,ATV,8,-2.9730639436948847,-0.7297798159011077
aeon,urban 125,2012,Scooter,2,-2.5023109145627855,0.8370791552270903
aeon,urban 350i,2012,Scooter,8,-1.917575988585924,0.19837579398490915
aeon,urban 350i,2014,Scooter,8,-1.992711728809675,0.2133307436386446
aeon,xboy 10,2012,Dirt / Mini,8,-3.5078014506318023,-0.7837256060251315
aeon,xboy 12,2012,Dirt / Mini,8,-2.5704880588310837,1.2636349308513197
ajp,pr3 125 supermoto,2015,Adventure / Dual Sport,5,-2.017587014862331,-0.24132083979395605
ajp,pr3 240 supermoto,2015,Adventure / Dual Sport,5,-1.8751566624054528,-0.3853562936706544
ajp,pr3 supermoto 125,2018,Adventure / Dual Sport,5,-2.0347676997392017,-0.40089316093921623
ajp,pr3 supermoto 125,2020,Adventure / Dual Sport,5,-2.01682633222832,-0.26737008836502973
ajp,pr3 supermoto 240,2018,Adventure / Dual Sport,5,-1.8939175945690514,-0.5464005203962712
ajp,pr3 supermoto 240,2020,Adventure / Dual Sport,5,-1.871585020271573,-0.4016882588289302
ajp,pr3 supermoto pro 125,2018,Adventure / Dual Sport,5,-2.0124351254417236,-0.25618089937187527
ajp,pr3 supermoto pro 125,2020,Adventure / Dual Sport,5,-2.0124351254417236,-0.25618089937187527
ajp,pr3 supermoto pro 240,2018,Adventure / Dual Sport,5,-1.8939175945690514,-0.5464005203962712
ajp,pr3 supermoto pro 240,2020,Adventure / Dual Sport,5,-1.871585020271573,-0.4016882588289302
ajp,pr4 125 enduro,2010,Adventure / Dual Sport,5,-2.035290738328994,0.06422223491453806
ajp,pr4 125 enduro,2015,Adventure / Dual Sport,5,-2.0026916516095645,0.13180206313207113
ajp,pr4 125 sm,2010,Adventure / Dual Sport,5,-2.241141329935153,0.12217593088799066
ajp,pr4 200 enduro,2007,Adventure / Dual Sport,5,-1.773337356628967,-0.034988601830966914
ajp,pr4 200 sm,2010,Adventure / Dual Sport,5,-2.0337351490460773,0.016946923227133034
ajp,pr4 240 supermoto,2015,Adventure / Dual Sport,5,-1.81437934231272,-0.3179580135615574
ajp,pr4 supermoto pro 240,2018,Adventure / Dual Sport,5,-1.81437934231272,-0.3179580135615574
ajp,pr4 supermoto pro 240,2020,Adventure / Dual Sport,5,-1.81437934231272,-0.3179580135615574
ajp,pr7,2015,Other,5,-0.6288288941087927,0.06447963850903926
ajp,pr7 adventure 650,2018,Adventure / Dual Sport,5,-0.1428550990516358,-0.6405159947279676
ajp,pr7 adventure 650,2019,Adventure / Dual Sport,5,-0.3001569466539653,-0.6121090892696531
ajp,pr7 adventure 650,2020,Adventure / Dual Sport,5,-0.15618129412678225,-0.531396958897009
ajs,cadwell 125,2020,Sport,8,-2.590631532571248,-0.013578322914106404
ajs,cadwell 125,2022,Sport,8,-2.590631532571248,-0.013578322914106404
ajs,cadwell clubman 125,2020,Standard / Naked,8,-2.750445905538898,0.33571241787779116
ajs,highway star 125,2020,Standard / Naked,2,-2.0172777833155995,-0.7579550238887588
ajs,isaba 125,2020,Standard / Naked,8,-2.495988840700625,0.3158309758812052
ajs,modena 125,2020,Scooter,8,-3.4588033137832443,0.29048953123183563
ajs,modena 125,2021,Scooter,8,-3.4588033137832443,0.29048953123183563
ajs,tempest roadster 125,2018,Standard / Naked,8,-2.3604883794087272,0.2991564525176956
ajs,tempest roadster 125,2020,Standard / Naked,8,-2.3857000706300866,0.24915479978368582
ajs,tempest roadster 125,2022,Standard / Naked,8,-2.3789100171928945,0.2358205917467251
ajs,tempest scrambler 125,2018,Standard / Naked,8,-2.3604883794087272,0.2991564525176956
ajs,tempest scrambler 125,2020,Standard / Naked,8,-2.3604883794087272,0.2991564525176956
ajs,tempest scrambler 125,2022,Standard / Naked,8,-2.3604883794087272,0.2991564525176956
american ironhorse,texas chopper base,2010,Cruiser,4,1.7702101882007708,-1.6622304139637902
aprilia,atlantic 125,2008,Scooter,8,-1.2781004387566726,1.106640176116743
aprilia,atlantic 250,2005,Scooter,8,-2.19702151304137,-0.005955123148665826
aprilia,atlantic 400 sprint,2008,Scooter,2,-1.478511776629469,0.22712022816325655
aprilia,atlantic 500 sprint,2008,Scooter,2,-1.363137253958309,0.1633109684720931
aprilia,atlantic 500 sprint,2009,Scooter,3,-1.1435978673852827,0.2127188269295502
aprilia,dorsoduro 1200,2015,Sport,7,2.352750141858075,0.8849464280121031
aprilia,dorsoduro 750,2008,Sport,3,0.5894309598658402,1.486067334477843
aprilia,dorsoduro 750,2009,Adventure / Dual Sport,6,1.2233412290684558,0.2763176379113386
aprilia,dorsoduro 750,2010,Adventure / Dual Sport,6,1.0795922971985314,0.2462653090181979
aprilia,dorsoduro 750,2011,Adventure / Dual Sport,6,1.236894144800861,0.2178584035598834
aprilia,dorsoduro 750,2012,Adventure / Dual Sport,5,0.7125546527930958,0.31254808842093174
aprilia,dorsoduro 750,2013,Adventure / Dual Sport,5,0.7125546527930958,0.31254808842093174
aprilia,dorsoduro 750 abs,2009,Adventure / Dual Sport,6,1.0136054322653498,0.31419351185575795
aprilia,dorsoduro 750 abs,2010,Adventure / Dual Sport,6,1.0829070089865778,0.2002059252282722
aprilia,dorsoduro 750 abs,2011,Adventure / Dual Sport,5,0.8724326668248769,0.24722325626916095
aprilia,dorsoduro 750 abs,2012,Adventure / Dual Sport,6,0.9773005652264298,0.22828531929695128
aprilia,dorsoduro 750 abs,2013,Adventure / Dual Sport,6,0.9773005652264298,0.22828531929695128
aprilia,dorsoduro 750 abs,2014,Adventure / Dual Sport,6,1.0271583479977549,0.2557342775043027
aprilia,dorsoduro 750 abs,2015,Adventure / Dual Sport,6,1.2233412290684558,0.2763176379113386
aprilia,dorsoduro 750 abs,2016,Adventure / Dual Sport,6,1.0136054322653498,0.31419351185575795
aprilia,dorsoduro 750 abs,2017,Adventure / Dual Sport,6,1.0660393814661262,0.3047245433696531
aprilia,dorsoduro 750 factory,2010,Adventure / Dual Sport,6,0.9741779259273742,0.2745236070918089
aprilia,dorsoduro 750 factory,2011,Adventure / Dual Sport,5,0.8693100275258212,0.2934615440640186
aprilia,dorsoduro 750 factory,2012,Adventure / Dual Sport,6,1.0266118751281508,0.26505463860570405
aprilia,dorsoduro 750 factory,2013,Adventure / Dual Sport,6,1.0790458243289272,0.2555856701195992
aprilia,dorsoduro 750 factory abs,2012,Adventure / Dual Sport,5,0.9217439767265977,0.28399257557791374
aprilia,dorsoduro 750 factory abs,2013,Adventure / Dual Sport,6,1.0790458243289272,0.2555856701195992
aprilia,dorsoduro 900,2017,Adventure / Dual Sport,6,0.9872526394207921,0.10819651505683146
aprilia,dorsoduro 900,2018,Adventure / Dual Sport,6,1.1445544870231217,0.07978960959851694
aprilia,dorsoduro 900,2019,Adventure / Dual Sport,5,0.9373695786421236,0.12416537617895099
aprilia,dorsoduro 900,2020,Adventure / Dual Sport,6,1.147041325685719,0.08612629769897714
aprilia,dorsoduro 900,2021,Adventure / Dual Sport,6,1.151952948932488,0.002236869936158207
aprilia,dorsoduro 900,2022,Adventure / Dual Sport,6,1.151952948932488,0.002236869936158207
aprilia,etv 1000 caponord,2001,Adventure / Dual Sport,6,2.175427224278304,-0.9523729928865429
aprilia,etv 1000 caponord,2002,Adventure / Dual Sport,6,2.175639912836542,-0.9518310433518338
aprilia,etv 1000 caponord,2003,Adventure / Dual Sport,6,2.28134861831302,-0.9709721648117335
aprilia,etv 1000 caponord,2005,Touring,6,2.47138011239607,-1.312984088783965
aprilia,falco 1000 sl,2003,Sport,6,2.4425823614826854,0.6887200665422738
aprilia,mana 850,2008,Sport,3,0.4061972262176827,0.33384293686970457
aprilia,mana 850,2009,Standard / Naked,3,0.05666665025064672,0.865561071392194
aprilia,mana 850,2010,Standard / Naked,3,-0.04403253337862767,0.8487850342813407
aprilia,mana 850,2011,Standard / Naked,3,-0.14890043178018067,0.8677229712535504
aprilia,mana 850 abs,2009,Standard / Naked,3,0.16136171550041556,0.8461827400378525
aprilia,mana 850 abs,2011,Standard / Naked,3,0.013279462865520189,0.8045422028501563
aprilia,mana 850 abs,2012,Standard / Naked,3,-0.09158843553603283,0.823480139822366
aprilia,mana 850 gt,2009,Standard / Naked,3,0.006161380703321493,0.8568883430317289
aprilia,mana 850 gt,2016,Standard / Naked,3,-0.12203905247033707,0.8596994736408251
aprilia,mana 850 gt abs,2010,Standard / Naked,3,0.11326931422370184,0.8203781288230261
aprilia,mana 850 gt abs,2012,Standard / Naked,3,0.06571341206629669,0.7950732343640515
aprilia,mana 850 gt abs,2013,Standard / Naked,3,0.1181473612670732,0.7856042658779466
aprilia,mana 850 gt abs,2014,Standard / Naked,3,-0.03915448633525632,0.8140111713362612
aprilia,mana 850 gt abs,2015,Standard / Naked,3,-0.09158843553603283,0.823480139822366
aprilia,mojito 125,2016,Scooter,8,-2.9448760404852288,0.5823979780056362
aprilia,moto 6.5,2000,Other,2,-1.25494641948581,-0.5144830645004843
aprilia,pegaso 650,1993,Standard / Naked,3,-1.2921688074212363,0.7034041196757184
aprilia,pegaso 650 i.e.,2001,Adventure / Dual Sport,5,-0.29095480127756057,-1.3457359169631742
aprilia,pegaso 650 i.e.,2002,Adventure / Dual Sport,5,-0.08109443570742586,-1.3832943785094385
aprilia,pegaso tuscany tibet,2005,Adventure / Dual Sport,5,0.0672096554998244,-2.0073350577204594
aprilia,rs 125,2001,Sport,8,-1.8474071419711344,0.6127074739891016
aprilia,rs 125 gp replica,2021,Sport,8,-2.0303153808973216,0.8066004728969927
aprilia,rs 250,2000,Sport,7,0.7342876335872603,3.3023055046216014
aprilia,rs 660,2021,Sport,3,0.7968174085831301,1.910674921682432
aprilia,rs 660,2022,Sport,3,0.7968174085831301,1.910674921682432
aprilia,rs 660 35kw,2021,Sport,3,-1.0324696633800898,0.060345337757357904
aprilia,rs 660 35kw,2022,Sport,3,-1.0324696633800898,0.060345337757357904
aprilia,rs 660 limited,2022,Sport,3,0.7968174085831301,1.910674921682432
aprilia,rst 1000 futura,2001,Sport,6,2.7202498690376133,-0.20191918313796153
aprilia,rst 1000 futura,2002,Sport,6,2.87779695956934,-0.22970118760217248
aprilia,rst 1000 futura,2003,Sport,6,2.7754514823925622,-0.2113728040930329
aprilia,rst 1000 futura,2004,Sport,6,2.4674403783091847,0.6485365381051585
aprilia,rst 1000 futura,2005,Sport,7,2.0233688496183553,1.8827535446415224
aprilia,rsv 1000 r,2008,Sport,7,2.5892961310258724,1.9187485837799272
aprilia,rsv 1000 r,2009,Sport,7,2.545713096034282,1.9257966280787269
aprilia,rsv 1000 r factory,2009,Sport,7,2.4466184619162594,1.9894294857392296
aprilia,rsv 1000r,2007,Sport,7,3.180306586343489,1.216548192119311
aprilia,rsv 1000r factory,2007,Sport,7,2.530196293175275,2.0002650543534695
aprilia,rsv mille,2000,Sport,6,2.737952638786423,0.9690247640951916
aprilia,rsv mille,2001,Sport,7,2.2709950090222586,1.6523753819761091
aprilia,rsv mille,2002,Sport,7,2.3657907246918537,1.6920592179648266
aprilia,rsv mille 1000,2003,Sport,6,2.7164490428168215,1.0744033734648024
aprilia,rsv mille 1000 r,2003,Sport,7,2.298650671940643,1.7272159856297031
aprilia,rsv mille 1000 r,2004,Sport,7,2.5274603513448572,1.8571122433313827
aprilia,rsv mille 1000 r factory,2004,Sport,7,2.6098224221499513,2.0459906388857356
aprilia,rsv mille 1000 r nera,2004,Sport,7,2.6098224221499513,2.0459906388857356
aprilia,rsv mille r,2000,Sport,6,2.7264823817491526,1.034531451865042
aprilia,rsv mille r,2001,Sport,7,2.1702489937591007,1.7144700771330377
aprilia,rsv mille r,2002,Sport,7,2.3702428925608134,1.7355236165689325
aprilia,rsv mille sl falco,2000,Sport,6,2.59878730762364,0.6598637940910811
aprilia,rsv4,2021,Sport,7,4.20605857317823,3.73420367408065
aprilia,rsv4,2022,Sport,7,4.171725819178206,3.7319355104233027
aprilia,rsv4 1100 factory,2019,Standard / Naked,7,4.0227770469977004,4.1989692271588055
aprilia,rsv4 1100 factory,2020,Sport,7,4.182591419965351,3.849678486366908
aprilia,rsv4 1100 factory,2021,Sport,7,4.363360420780559,3.7057967686223354
aprilia,rsv4 factory,2009,Sport,7,3.539177631367627,2.951324077236579
aprilia,rsv4 factory,2010,Sport,7,3.2375918331780693,3.0904954430191425
aprilia,rsv4 factory,2011,Sport,7,3.290025782378846,3.081026474533038
aprilia,rsv4 factory,2012,Sport,7,3.0919624840488393,3.20189947150849
aprilia,rsv4 factory,2022,Sport,7,4.153624623977453,3.743672642566755
aprilia,rsv4 factory abs,2015,Sport,7,3.392728258752831,3.2071975662175354
aprilia,rsv4 factory aprc,2012,Sport,7,3.1968303824503925,3.1829615345362807
aprilia,rsv4 factory aprc,2013,Sport,7,3.249264331651169,3.1734925660501756
aprilia,rsv4 factory aprc abs,2014,Sport,7,3.134280608465195,3.278661118909282
aprilia,rsv4 factory aprc se,2011,Sport,7,3.0802899855757397,3.118902348477457
aprilia,rsv4 factory aprc se,2012,Sport,7,3.1968303824503925,3.1829615345362807
aprilia,rsv4 r,2010,Sport,7,3.074626192560474,3.136604916604646
aprilia,rsv4 r,2012,Sport,7,3.2319280401628037,3.1081980111463317
aprilia,rsv4 r abs,2015,Sport,7,3.218306577448418,3.1650077497386575
aprilia,rsv4 r aprc,2012,Sport,7,3.3892298877651332,3.079791105688017
aprilia,rsv4 r aprc,2013,Sport,7,3.28436198936358,3.098729042660227
aprilia,rsv4 r aprc abs,2014,Sport,7,3.326677922200184,3.1754886487359086
aprilia,rsv4 rf,2015,Sport,7,3.79481423204671,3.6257564336343484
aprilia,rsv4 rf,2016,Sport,7,3.899682130448263,3.6068184966621386
aprilia,rsv4 rf,2017,Sport,7,3.7423802828459336,3.635225402120453
aprilia,rsv4 rf,2018,Sport,7,3.899682130448263,3.6068184966621386
aprilia,rsv4 rf,2019,Sport,7,3.84352608553124,3.592168754887021
aprilia,rsv4 rf,2020,Sport,7,3.6862242379289105,3.6205756603453354
aprilia,rsv4 rr,2015,Sport,7,3.8472481812474864,3.6162874651482437
aprilia,rsv4 rr,2016,Sport,7,3.9521160796490395,3.597349528176034
aprilia,rsv4 rr,2017,Sport,7,3.79481423204671,3.6257564336343484
aprilia,rsv4 rr,2018,Sport,7,3.480210536842051,3.6825702445509774
aprilia,rsv4 rr,2019,Sport,7,3.7910921363304637,3.6016377233731256
aprilia,rsv4 rr,2020,Sport,7,3.84352608553124,3.592168754887021
aprilia,rsv4 rr 1000,2021,Sport,7,3.84352608553124,3.592168754887021
aprilia,rx 125,2011,Adventure / Dual Sport,5,-1.5782701009049198,0.6762366137590252
aprilia,rx 125,2013,Adventure / Dual Sport,5,-1.152794555203176,0.6157834746507639
aprilia,rx 125,2021,Adventure / Dual Sport,5,-1.7023888879915496,0.19064148757124091
aprilia,rx 125,2022,Adventure / Dual Sport,5,-1.7361770386753301,0.20676041188513108
aprilia,scarabeo 125ie,2011,Scooter,8,-2.1832165770150542,1.7003781655310357
aprilia,scarabeo 125ie,2012,Scooter,8,-2.130782627814278,1.6909091970449308
aprilia,scarabeo 125ie,2013,Scooter,8,-2.130782627814278,1.6909091970449308
aprilia,scarabeo 125ie,2015,Scooter,8,-2.130782627814278,1.6909091970449308
aprilia,scarabeo 200,2007,Scooter,2,-2.866477450816534,1.067485867725205
aprilia,scarabeo 200,2008,Scooter,8,-2.6043077048126517,1.0201410252946808
aprilia,scarabeo 200ie,2010,Scooter,2,-2.728801845477559,1.0094390075380604
aprilia,scarabeo 200ie,2011,Scooter,8,-2.519066048674453,0.9715631335936409
aprilia,scarabeo 200ie,2012,Scooter,8,-2.519066048674453,0.9715631335936409
aprilia,scarabeo 200ie,2013,Scooter,2,-2.730270499772301,1.0010054718363706
aprilia,scarabeo 200ie,2015,Scooter,8,-2.4681007537684185,0.9536606294058464
aprilia,scarabeo 400,2008,Scooter,8,-1.4276118862242704,0.2699925899088422
aprilia,scarabeo 500,2009,Scooter,8,-1.3377228576771463,0.2593608439238722
aprilia,scarabeo 500,2012,Scooter,8,-1.558930722078239,0.4155349365259584
aprilia,scarabeo 500ie,2013,Scooter,2,-1.7188659439000014,0.21373871651779675
aprilia,shiver 750 abs,2014,Standard / Naked,3,0.4797965413950407,1.5593280182922793
aprilia,shiver 750 abs,2015,Standard / Naked,3,0.5322304905958172,1.5498590498061744
aprilia,shiver 750 abs,2016,Standard / Naked,3,0.5846644397965937,1.5403900813200695
aprilia,shiver 750 abs,2017,Standard / Naked,3,0.37492864299348766,1.5782659552644889
aprilia,shiver 900,2017,Standard / Naked,3,0.5013786752964607,1.2519900108692732
aprilia,shiver 900,2018,Standard / Naked,3,0.5013786752964607,1.2519900108692732
aprilia,shiver 900,2019,Standard / Naked,1,0.7891330670926227,0.15837445732302052
aprilia,shiver 900,2020,Standard / Naked,1,0.9358529971825991,0.1896507094736133
aprilia,shiver 900,2021,Standard / Naked,3,0.34441322833502447,1.2207144393845206
aprilia,shiver 900,2022,Standard / Naked,3,0.5016511607361617,1.192144672257323
aprilia,shiver 900 35kw,2022,Standard / Naked,3,-0.7788019560099123,-0.10165351886704549
aprilia,shiver sport 750 abs,2017,Standard / Naked,3,0.5299323844901821,1.5870359730160233
aprilia,sl 1000 falco,2001,Sport,6,2.5917569404688123,0.6583608002419246
aprilia,sl 1000 falco,2002,Standard / Naked,6,2.43922902904244,1.0098070863635469
aprilia,sl 1000 falco,2005,Sport,7,1.9185009512168023,1.901691481613732
aprilia,sl 750 shiver,2007,Standard / Naked,3,0.5832071407658835,1.5773638200422284
aprilia,sportcity 125,2008,Scooter,8,-2.281240562260903,1.7309349682231379
aprilia,sportcity 200,2007,Scooter,8,-2.400607177991308,0.8426270322685259
aprilia,sportcity 250,2007,Scooter,8,-2.2887881364611165,0.7881668297574298
aprilia,sportcity 250,2013,Scooter,8,-2.4108729502091495,0.8099891010036012
aprilia,sr 50 factory,2021,Scooter,8,-3.1334426969119757,0.7020592694239248
aprilia,sr 50 mt,2021,Scooter,8,-3.5341715203420625,0.17157995193692033
aprilia,sr 50 street,2016,Scooter,8,-3.3589508276016495,0.7448783306775695
aprilia,sr motard 125,2014,Scooter,8,-3.1978613448073197,0.5095404646194283
aprilia,sr motard 125,2015,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 125,2016,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 125,2017,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 125,2018,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 125,2019,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 125,2020,Scooter,8,-3.008951491175344,0.5437226141286642
aprilia,sr motard 50,2014,Scooter,8,-3.119434723313641,0.7992276837400106
aprilia,sr motard 50,2015,Scooter,8,-3.119434723313641,0.7992276837400106
aprilia,sr motard 50,2016,Scooter,8,-3.2243026217151938,0.8181656207122203
aprilia,sr motard 50,2017,Scooter,8,-3.119434723313641,0.7992276837400106
aprilia,sr motard 50,2018,Scooter,8,-3.119434723313641,0.7992276837400106
aprilia,sr motard 50,2020,Scooter,8,-3.0909760341708425,1.00345326471781
aprilia,srv 850,2012,Scooter,1,0.6029218764434624,-0.7379234730957455
aprilia,srv 850,2013,Scooter,1,0.9699595208488979,-0.8042062524984793
aprilia,srv 850,2014,Scooter,1,0.7602237240457919,-0.76633037855406
aprilia,srv 850,2015,Scooter,1,0.6553558256442389,-0.7473924415818504
aprilia,srv 850,2016,Scooter,1,0.7602237240457919,-0.76633037855406
aprilia,srv 850,2017,Scooter,1,0.7602237240457919,-0.76633037855406
aprilia,srv 850,2018,Scooter,1,0.7602237240457919,-0.76633037855406
aprilia,srv 850,2019,Scooter,1,0.7602237240457919,-0.76633037855406
aprilia,srv 850,2020,Scooter,1,0.8650916224473449,-0.7852683155262697
aprilia,srv 850 abs-atc,2015,Scooter,1,0.7586118987259144,-0.8095461761356342
aprilia,srv 850 abs-atc,2018,Scooter,1,0.7712544942751712,-0.780630739681201
aprilia,srv 850 abs-atc,2019,Scooter,1,0.7644345170637028,-0.7742103368959073
aprilia,srv 850 abs-atc,2020,Scooter,1,0.9200547505161825,-0.8022108733788417
aprilia,srv 850 absatc,2013,Scooter,1,0.7077897748450154,-0.7568614100679552
aprilia,sx 125,2011,Adventure / Dual Sport,5,-1.1918511633625337,0.6723646386695633
aprilia,sx 125,2012,Adventure / Dual Sport,5,-1.24428511256331,0.6818336071556682
aprilia,sx 125,2013,Adventure / Dual Sport,5,-1.0869832649609807,0.6534267016973537
aprilia,tuono 1000 r,2004,Sport,7,2.5893240166834044,1.8986027961430214
aprilia,tuono 1000 r,2005,Standard / Naked,3,0.8440008125059745,0.9645972937395311
aprilia,tuono 1000 r,2010,Standard / Naked,7,2.3253986521665295,2.157805874813448
aprilia,tuono 1000 r,2011,Standard / Naked,7,2.1680968045642,2.1862127802717626
aprilia,tuono 1000 r factory,2004,Sport,7,2.3154668134391425,1.7231522958759027
aprilia,tuono 1000 r factory,2005,Standard / Naked,7,2.678356973415024,1.6002090862192706
aprilia,tuono 1000 r factory,2009,Standard / Naked,7,2.3313353307956555,2.202653006164726
aprilia,tuono 1000 r factory,2010,Standard / Naked,7,2.174033483193326,2.2310599116230403
aprilia,tuono 1000r,2007,Sport,7,3.2047908286948665,1.1426899507573751
aprilia,tuono 1000r factory,2007,Sport,7,3.053931976300637,1.2164155910965408
aprilia,tuono 125,2021,Standard / Naked,8,-2.0927060468959118,1.0887158561942338
aprilia,tuono 125,2022,Standard / Naked,8,-2.090183625671137,1.0881063027311637
aprilia,tuono r,2009,Standard / Naked,7,2.115662855363423,2.1956817487578673
aprilia,tuono v4,2021,Standard / Naked,7,3.084726632639053,2.9836370646543076
aprilia,tuono v4 1100 factory,2015,Standard / Naked,7,3.1487531569441862,2.9580538820819435
aprilia,tuono v4 1100 factory,2016,Standard / Naked,7,3.184195771056772,2.9793633328765248
aprilia,tuono v4 1100 factory,2017,Standard / Naked,7,3.2450377910067982,2.96786251951352
aprilia,tuono v4 1100 factory,2018,Standard / Naked,7,3.1401698926052455,2.9868004564857293
aprilia,tuono v4 1100 factory,2019,Standard / Naked,7,3.6276510486699953,3.6025896859731303
aprilia,tuono v4 1100 factory,2020,Standard / Naked,7,3.084726632639053,2.9836370646543076
aprilia,tuono v4 1100 factory,2021,Standard / Naked,7,3.0322926834382766,2.9931060331404122
aprilia,tuono v4 1100 rr,2015,Standard / Naked,7,3.2011871061449626,2.948584913595839
aprilia,tuono v4 1100 rr,2016,Standard / Naked,7,3.2366297202575485,2.96989436439042
aprilia,tuono v4 1100 rr,2017,Standard / Naked,7,2.869592075852113,3.0361771437931537
aprilia,tuono v4 1100 rr,2018,Standard / Naked,7,3.2890636694583253,2.960425395904315
aprilia,tuono v4 1100 rr,2019,Standard / Naked,7,3.5772026241744963,3.614780755234532
aprilia,tuono v4 1100 rr,2020,Standard / Naked,7,3.043277711701008,2.937074363634216
aprilia,tuono v4 1100 rr,2021,Standard / Naked,7,3.084726632639053,2.9836370646543076
aprilia,tuono v4 factory,2022,Standard / Naked,7,3.044180851818517,3.0029797738309756
aprilia,tuono v4 r,2012,Standard / Naked,7,2.8059440783707323,2.991087432703763
aprilia,tuono v4 r,2013,Standard / Naked,7,2.659271361375952,3.1006695941532856
aprilia,tuono v4 r abs,2015,Standard / Naked,7,2.92373720196927,3.13843674754925
aprilia,tuono v4 r aprc,2012,Standard / Naked,7,3.07338756653767,3.0569336395971733
aprilia,tuono v4 r aprc,2013,Standard / Naked,7,2.7063499221322345,3.123216418999907
aprilia,tuono v4 r aprc,2014,Standard / Naked,7,2.863651769734564,3.0948095135415925
aprilia,tuono v4r,2011,Standard / Naked,7,2.712008571155136,3.0595257076816877
arch,krgt-1,2021,Sport,4,2.753061914787108,-1.7771737926788829
arch,krgt-1,2022,Sport,4,2.753061914787108,-1.7771737926788829
atk,gt250,2015,Standard / Naked,8,-1.8542076009814672,0.683011715852307
atk,gt250,2016,Standard / Naked,8,-1.8896462307026347,0.4259595361049527
atk,gt250r,2014,Sport,8,-1.6448808130992871,0.20192726298375366
