Brand,Model,Year,category_group,cluster,PC1,PC2
ducati,xdiavel,2019,Standard / Naked,7,2.8276943304252473,0.5456600564236932
ducati,xdiavel black star,2021,Sport,7,3.001043294768214,0.6728711090667989
ducati,xdiavel dark,2021,Sport,7,2.9926352240189638,0.6749029539436991
ducati,xdiavel s,2016,Standard / Naked,7,2.972041345758593,0.6132320736921535
ducati,xdiavel s,2017,Standard / Naked,7,2.972041345758593,0.6132320736921535
ducati,xdiavel s,2018,Standard / Naked,7,2.8276943304252473,0.5456600564236932
ducati,xdiavel s,2019,Standard / Naked,7,2.7752603812244705,0.555129024909798
ducati,xdiavel s,2020,Sport,7,2.8428366825920306,0.5228911762820176
ducati,xdiavel s,2021,Sport,7,2.9926352240189638,0.6749029539436991
eagle-wing,db 300 naked,2010,Standard / Naked,8,-2.1526843244044542,0.5555530287130537
eagle-wing,db125 road,2010,Standard / Naked,8,-2.5175894448356844,1.4211342482083362
eagle-wing,db125z commuter,2010,Scooter,2,-3.577251026843697,0.9701360849095839
eagle-wing,db300 naked,2011,Standard / Naked,2,-2.4148540704083366,0.6028978711435778
ecosse,heretic,2015,Standard / Naked,4,2.5926884392906415,-0.5627195026368668
ecosse,the heretic,2012,Standard / Naked,4,2.5926884392906415,-0.5627195026368668
ecosse,the heretic,2014,Standard / Naked,4,2.5926884392906415,-0.5627195026368668
ecosse,titanium rr,2019,Standard / Naked,7,4.056270411092965,1.3020255511748418
enfield,350 bullet,1997,Standard / Naked,2,-2.421815670605452,-0.2698876953292532
enfield,350 bullet deluxe,2003,Standard / Naked,8,-2.2457724473619245,-0.2468786897563628
enfield,500 bullet army,2003,Standard / Naked,2,-2.29443844260658,-0.33313000086247696
enfield,500 bullet classic,2003,Standard / Naked,8,-2.084702645803474,-0.3710058748068963
enfield,500 bullet deluxe,2003,Standard / Naked,8,-1.9274007982011443,-0.3994127802652108
enfield,500 bullet sixty-five,2003,Standard / Naked,2,-2.2420044934058034,-0.3425989693485818
enfield,500 clubman gt,2003,Standard / Naked,8,-2.051091901579737,-0.24415376446398185
enfield,500 clubman s,2003,Standard / Naked,2,-2.4705634951859494,-0.1684020165751432
enfield,500 t bullet trials,2003,Standard / Naked,8,-2.084702645803474,-0.3710058748068963
enfield,bullet 350,2009,Standard / Naked,8,-2.133528472908592,-0.14571014683316186
enfield,bullet 500,1993,Other,1,-1.6054559804846036,-1.3028150388716837
enfield,bullet 500,2000,Standard / Naked,2,-2.3689691709301206,-0.393375764820072
enfield,bullet 500,2007,Standard / Naked,8,-2.1240846280626697,-0.3851004431271303
enfield,bullet 500 standard,2001,Standard / Naked,8,-2.196927718123511,-0.43757580612680597
enfield,bullet electra 5s,2009,Standard / Naked,8,-2.1851481513228,-0.14579062631713552
enfield,bullet machismo,2009,Standard / Naked,8,-1.98247273048809,-0.30950749629438085
enfield,bullet sixty-5,2004,Standard / Naked,8,-2.203259252578541,-0.42381451515528684
enfield,classic 350,2010,Standard / Naked,8,-1.95162546527485,-0.07375267556758047
enfield,classic 500,2010,Standard / Naked,8,-1.689526472289648,-0.16498255989230254
enfield,electra twinspark,2010,Standard / Naked,8,-2.1203927597803394,-0.12794327823674218
enfield,euro classic 350,2004,Standard / Naked,8,-2.205345592384812,-0.3285006045384478
enfield,taurus diesel,2001,Standard / Naked,2,-2.8342823347292443,-0.9128279527598206
enfield,thunderbird a350e,2005,Cruiser,8,-1.7715422208023048,-1.189750490556573
enfield,thunderbird twinspark,2011,Standard / Naked,8,-1.9289682818040443,-0.27617132614347245
erik buell racing,1190rx,2014,Sport,7,3.0714048092655326,2.8468299580854612
erik buell racing,1190sx,2014,Sport,7,3.4430324382196735,2.6171905646475566
fantic,caballero 500 anniversary,2022,Sport,8,-1.4920490148501582,0.526282506182439
fantic,caballero deluxe 125,2021,Sport,8,-2.103943091468786,0.8291598421114953
fantic,caballero deluxe 125,2022,Sport,8,-2.103943091468786,0.8291598421114953
fantic,caballero deluxe 500,2022,Sport,8,-1.4920490148501582,0.526282506182439
fantic,caballero explorer 500,2022,Sport,8,-1.4622722491201872,0.7192321882722267
fantic,caballero flat track 125,2021,Adventure / Dual Sport,5,-1.456479906533765,-0.4390490888064643
fantic,caballero flat track 125,2022,Sport,8,-2.103943091468786,0.8291598421114953
fantic,caballero flat track 500,2022,Sport,8,-1.4920490148501582,0.526282506182439
fantic,caballero rally 500,2022,Sport,8,-1.4622722491201872,0.7192321882722267
fantic,caballero scrambler 125,2022,Sport,8,-2.103943091468786,0.8291598421114953
fantic,caballero scrambler 500,2022,Sport,8,-1.4920490148501582,0.526282506182439
fantic,xef 125 competition,2021,Adventure / Dual Sport,5,-1.7456335961495042,0.32264887509319184
fantic,xef 125 performance,2021,Adventure / Dual Sport,5,-1.7355319213679485,0.29274050812593466
fantic,xef 250 trail,2021,Adventure / Dual Sport,5,-1.9360328397268665,-0.13659476387337363
fantic,xef 250 trail,2022,Adventure / Dual Sport,5,-1.707651244406764,-0.16782068199000763
fantic,xmf 125 competition,2021,Adventure / Dual Sport,5,-1.7615865913816733,0.12390953629737098
fantic,xmf 125 performance,2021,Adventure / Dual Sport,5,-1.7615865913816733,0.12390953629737098
fantic,xmf 125 performance,2022,Adventure / Dual Sport,5,-1.7615865913816733,0.12390953629737098
fb mondial,flat track 125,2020,Adventure / Dual Sport,5,-1.5783185400752777,-0.2944089778092646
fb mondial,hipster 250,2016,Standard / Naked,8,-1.977557108004488,0.7955895324392905
fb mondial,hps 125 hipster,2017,Standard / Naked,8,-2.0729342940901123,0.7470088164048757
fb mondial,hps 125 hipster,2019,Standard / Naked,8,-2.478384277477339,0.9213243488083028
fb mondial,hps 250 hipster,2017,Standard / Naked,2,-2.2921608032091467,0.8524033433559196
fb mondial,hps 300,2019,Standard / Naked,8,-2.3041506087447416,0.9181460372801139
fb mondial,hps 300,2020,Standard / Naked,8,-2.2982343496602073,1.0777252891308915
fb mondial,pagani 1948,2018,Standard / Naked,8,-2.3397569101270106,0.8220184195801918
fb mondial,pagani 1948,2019,Standard / Naked,8,-2.311594800177234,0.8699086167576672
fb mondial,pagani 1948 125,2019,Standard / Naked,2,-2.6978911447572576,1.1003132113743144
fb mondial,smt 125,2017,Adventure / Dual Sport,5,-1.4368461817121572,-0.26663437129818723
fb mondial,smx 125,2017,Adventure / Dual Sport,5,-1.500026608091751,0.022433120599724
fb mondial,smx 125,2019,Adventure / Dual Sport,5,-1.3427247604894215,-0.005973784858590507
fb mondial,smx enduro,2020,Adventure / Dual Sport,5,-1.709623256562861,0.7588889811131445
fb mondial,smx motard,2020,Adventure / Dual Sport,5,-1.739400022292832,0.5659392990233578
fb mondial,sport classic 125,2018,Standard / Naked,8,-2.470693941561182,0.8694296075074357
fb mondial,sport classic 300,2020,Standard / Naked,8,-2.28397610216966,0.7240807989681382
fischer,mrx,2007,Sport,3,-0.11052921005282376,0.8221145147086292
fischer,mrx,2009,Sport,3,0.197267241853019,0.8502799087807144
fischer,mrx,2010,Sport,3,0.3244205597649924,0.9385078735511022
fischer,mrx,2011,Sport,3,0.21955266136343943,0.9574458105233119
fischer,mrx 650,2008,Sport,2,-0.22220435175319309,0.9260316566695531
fischer,mrx race,2009,Sport,3,0.20063722635809886,1.0068503617650753
fischer,mrx race,2012,Sport,3,0.27811749955493853,1.1081018487596035
fischer,mrx race,2013,Sport,3,0.27811749955493853,1.1081018487596035
fischer,mrx sp,2009,Sport,3,0.19835734818479803,0.9378870908794563
garelli,flexi 50,2010,Scooter,8,-3.5572015822616523,0.36011350689409594
garelli,flexi 50,2011,Scooter,8,-3.5572015822616523,0.36011350689409594
garelli,tiesse 50 r,2010,Scooter,8,-3.4541341997656017,0.6797385234938679
garelli,tiesse four 50 4t,2010,Scooter,8,-3.6822433861774075,0.5649756875656133
gas gas,ec 300,2003,Adventure / Dual Sport,5,-0.013292955741775359,1.738755448892127
generic,trigger sm,2006,Adventure / Dual Sport,5,-2.1793075090201453,0.18584874369922316
generic,trigger sm 50,2007,Adventure / Dual Sport,5,-2.2317414582209216,0.195317712185328
genuine scooter,g400c,2019,Standard / Naked,8,-2.0734386080484346,0.14648455191728438
genuine scooter,g400c,2020,Standard / Naked,8,-2.0734386080484346,0.14648455191728438
gilera,apache 125,1991,Adventure / Dual Sport,5,-1.1270485401685437,1.8492982666964843
gilera,fuoco 500,2014,Scooter,1,-0.27903270196567814,-0.9172602016573114
gilera,fuoco 500,2015,Scooter,1,-0.48876849876878414,-0.8793843277128921
gilera,fuoco 500,2016,Scooter,1,-0.5412024479695606,-0.8699153592267872
gilera,fuoco 500,2017,Scooter,1,-0.48876849876878414,-0.8793843277128921
gilera,fuoco 500,2022,Scooter,1,-0.48903536695659217,-0.8800643318062451
gilera,fuoco 500ie,2007,Other,1,-0.4724892537897817,-0.8801163632283258
gilera,fuoco 500ie,2021,Scooter,1,-0.5226676499535914,-0.8719369522986441
gilera,gp 800,2007,Scooter,1,0.552396591190947,-0.7582156944109631
gilera,gp 800 centenario,2009,Scooter,1,0.7416999885350427,-1.0237193127781858
gilera,gp800,2009,Scooter,1,0.43249568203744215,-0.9815350306966486
gilera,gp800,2010,Scooter,1,0.6422314788405482,-1.019410904641068
gilera,nexus 125,2007,Scooter,8,-1.8886167887810241,0.6316105114210768
gilera,nexus 250,2007,Scooter,8,-1.722646306852896,0.38378110086824413
gilera,nexus 250,2008,Scooter,8,-1.9565007795820761,0.44727098970916457
gilera,nexus 300 simoncelli,2009,Scooter,2,-2.3946093928243366,0.3283279473819014
gilera,nexus 500,2005,Scooter,8,-1.4602724281739445,1.009483187716714
gilera,nexus 500,2006,Scooter,8,-1.512706377374721,1.018952156202819
gilera,nexus 500,2007,Scooter,2,-1.6700082249770505,1.0473590616611335
gilera,rcr 50,2015,Adventure / Dual Sport,5,-2.507118045205441,-0.7259510701588061
gilera,runner st 125,2008,Scooter,8,-2.6385052119267094,1.3286110169123584
gilera,runner st 125,2009,Scooter,8,-2.4890967939393702,1.2037193857320427
gilera,smt 50,2015,Adventure / Dual Sport,5,-2.638040613620718,-0.8758441050151599
goes,cobalt,2020,ATV,1,0.6250647105093472,-1.8224982291731076
goes,cobalt 550 max,2022,ATV,1,0.15655178417116009,-1.1602203283426202
goes,cobalt 550 max limited,2022,ATV,1,0.15655178417116009,-1.1602203283426202
goes,cobalt ltd,2020,ATV,1,0.22402074956813367,-1.1899598963136295
goes,cobalt max,2020,ATV,1,0.6250647105093472,-1.8224982291731076
goes,copper 2.,2022,ATV,1,-1.3881350507113284,-0.17530127564611422
goes,g 300 s,2015,ATV,1,-1.1514466959600604,-0.7052314184404143
goes,g 400i sm,2015,ATV,1,-0.9136163916183574,-0.5435693493726926
goes,g 450r sm,2015,ATV,1,-0.7245175921267167,-1.7100886699570064
goes,g 520 eps,2015,ATV,5,0.23414507554625927,-1.7749957039695832
goes,g 520 f max,2015,ATV,1,0.27235374911526095,-1.8377002939846745
goes,g 520f,2015,ATV,5,0.23414507554625927,-1.7749957039695832
goes,iron,2020,ATV,1,-0.00744633657118754,-1.3212883085444262
goes,iron,2021,ATV,1,-0.04896796792502302,-1.1202194880880822
goes,iron ltd,2020,ATV,1,-0.00744633657118754,-1.3212883085444262
gogo moto,go 125-18,2014,Cruiser,8,-2.2804397020215115,-1.1029088421578794
gogo moto,go 125-27,2014,Touring,5,-1.6570763928349632,-2.258664724048576
gogo moto,go 200-d,2014,Sport,8,-2.0920802869591277,-0.03242248895018105
gogo moto,go 250-18,2014,Cruiser,8,-2.205194093048993,-1.269680371142245
gogo moto,go 50,2014,Cruiser,8,-3.3583299893002554,-1.9095833080908813
gogo moto,mt 150-5f,2014,Touring,5,-1.587187976593494,-2.409668052693296
gymotor,ak200,2021,Sport,8,-2.5922654856406613,0.20607182216742462
gymotor,cb190,2022,Standard / Naked,8,-2.5870056897143945,0.24424247336986496
gymotor,cb200,2021,Standard / Naked,8,-2.554570662572856,0.3027512819473047
gymotor,gn200 kazak,2022,Cruiser,8,-2.34838869393474,-0.4759013826566166
hanway,blackcafe 125,2018,Standard / Naked,8,-2.4646967145732646,0.1849148708052292
hanway,blackcafe 125,2019,Standard / Naked,8,-2.4738785768530716,0.20585062014929642
hanway,blackcafe 125,2020,Standard / Naked,8,-2.467451619374647,0.21843265070158852
hanway,blackcafe 50,2018,Standard / Naked,8,-2.7141734711150267,-0.34251358324453357
hanway,blackcafe 50,2019,Standard / Naked,8,-2.7141734711150267,-0.34251358324453357
hanway,champion 125,2018,Cruiser,8,-2.1806851015522795,-1.0612231256552858
hanway,champion 125,2019,Cruiser,8,-2.1377224866899303,-0.9750360907788171
hanway,champion 300,2019,Cruiser,8,-1.788070709508129,-0.8461212190538088
hanway,flash 125,2020,Scooter,8,-3.0439283140665325,0.9615352876133799
hanway,flash 50,2020,Scooter,8,-3.389643360151938,0.15591586935717372
hanway,furious 125,2018,Standard / Naked,8,-2.1291428262545473,1.028338406433454
hanway,furious 125,2019,Standard / Naked,8,-2.1269646651752123,1.0338885563486444
hanway,furious 200,2018,Standard / Naked,8,-2.05855810767717,0.9232746392060788
hanway,furious 200,2019,Standard / Naked,8,-2.05855810767717,0.9232746392060788
hanway,furious 250,2018,Standard / Naked,8,-1.9421726310815106,0.8583197761802791
hanway,furious 250,2019,Standard / Naked,8,-1.9476529992546352,0.8827032453065873
hanway,furious 250,2020,Standard / Naked,8,-1.9476529992546352,0.8827032453065873
hanway,hs125i scrambler,2018,Standard / Naked,8,-2.738670857787886,0.3725717859266004
hanway,muscle 125,2018,Standard / Naked,8,-2.332626044457803,0.127397905945095
hanway,muscle 50,2018,Standard / Naked,8,-2.66173952191425,-0.35198255173063836
hanway,raw 125,2016,Standard / Naked,2,-2.977007217079521,0.2513147908584198
hanway,raw 50,2016,Standard / Naked,2,-3.289652712635494,0.03251437702669164
hanway,scrambler 125,2020,Standard / Naked,8,-2.5890830366375908,0.31714738837593937
hanway,scrambler 50,2020,Standard / Naked,8,-2.756577296010057,-0.08959341878105043
hanway,str 125,2022,Adventure / Dual Sport,5,-1.7498214976957547,-0.8409789184190668
hanway,xray 50,2020,Adventure / Dual Sport,5,-2.239484240122461,-0.5104491175370687
hanway,xtm 50,2020,Adventure / Dual Sport,5,-2.239484240122461,-0.5104491175370687
harley-davidson,115th anniversary breakout 114,2018,Cruiser,4,1.2204312589041846,-1.8526143632359686
harley-davidson,115th anniversary cvo limited,2018,Touring,4,3.513744439927325,-3.66926969276019
harley-davidson,115th anniversary fat boy 114 (anv),2018,Cruiser,4,1.6786385328787594,-2.701954964969677
harley-davidson,115th anniversary forty-eight,2018,Cruiser,1,-0.3036998490662559,-1.1521791313817307
harley-davidson,115th anniversary heritage classic 114,2018,Cruiser,4,1.6789232965246523,-2.122379602335881
harley-davidson,115th anniversary street glide,2018,Touring,4,2.4716691627608376,-3.628878096085608
harley-davidson,115th anniversary ultra limited,2018,Touring,4,2.602807179538928,-3.7375671023929296
harley-davidson,1200 custom,2020,Cruiser,1,0.40621630266454606,-1.3970838848064235
harley-davidson,1200 custom limited edition a,2016,Cruiser,1,0.3829784505820724,-1.3885406527442872
harley-davidson,1200 custom limited edition b,2016,Cruiser,1,0.3829784505820724,-1.3885406527442872
harley-davidson,1200 sportster,1993,Cruiser,1,-1.091262596689832,-1.140229064507681
harley-davidson,1200 sportster,1994,Cruiser,1,-1.1766178860037386,-1.1719218769917328
harley-davidson,1200 sportster,1998,Cruiser,1,-0.5203601167275917,-1.1699733503730736
harley-davidson,1340 dyna low rider,1993,Other,1,0.15195242070249265,-2.4200891478933375
harley-davidson,1340 dyna low rider,1994,Other,1,0.508947705150828,-2.466237679934465
harley-davidson,1340 dyna wide glide,1993,Other,1,0.20070768966210994,-2.0757219524851482
harley-davidson,1340 dyna wide glide,1994,Other,1,0.24645334997361823,-2.0717619253607085
harley-davidson,1340 electra glide classic,1993,Other,1,0.6098420398235012,-2.5159727841291684
harley-davidson,1340 electra glide classic,1994,Other,1,0.5433598901238605,-2.4802714007088302
harley-davidson,1340 electra glide road king,1994,Other,1,0.4957344469700714,-2.1514318631540013
harley-davidson,1340 electra glide sport,1993,Other,1,0.6908028279926691,-2.399240716520146
harley-davidson,1340 heritage nostalgia,1993,Other,4,0.9365540543485888,-3.6903980493755584
harley-davidson,1340 heritage softail custom,1994,Other,1,0.3139733108762861,-2.7284098435880373
harley-davidson,1340 heritage softail spesial,1994,Other,4,0.7993630172451149,-3.432276215633091
harley-davidson,1340 low rider convertible,1993,Other,1,-0.06913134096870216,-2.293144534357542
harley-davidson,1340 low rider convertible,1994,Other,1,-0.12156529016947865,-2.2836755658714374
harley-davidson,1340 low rider custom,1993,Other,1,-0.3059650859031854,-2.2692775680495516
harley-davidson,1340 low rider custom,1994,Other,1,-0.31577470901652394,-2.248926540275181
harley-davidson,1340 low rider sport,1993,Other,1,0.09360978167735023,-2.237181979709179
harley-davidson,1340 softail custom,1993,Other,4,0.6274421955094199,-3.169422428721949
harley-davidson,1340 softail custom,1994,Other,4,0.7084388203628598,-3.141789450794265
harley-davidson,1340 softail custom,1995,Cruiser,1,-0.08647196798408588,-2.1704104958063057
harley-davidson,1340 softail fat boy,1993,Cruiser,1,-0.5069132477528508,-2.2253162144863388
harley-davidson,1340 softail fat boy,1994,Other,1,0.27082302987311224,-2.5615168595316313
harley-davidson,1340 softail heritage custom,1993,Other,1,0.01156854046190931,-2.711942017816445
harley-davidson,1340 softail springer,1993,Other,1,-0.3410193408151365,-2.4526914710856227
harley-davidson,1340 softail springer,1994,Other,1,0.015752099912035918,-2.4990485001291347
harley-davidson,1340 super glide,1993,Other,2,-0.5876219038826471,-2.264290344523838
harley-davidson,1340 super glide,1994,Other,1,0.04158548652667094,-2.3779179663570957
harley-davidson,1340 ultra glide classic,1993,Other,1,0.5729878591487887,-2.380723143493116
harley-davidson,883 sportster hugger,1993,Cruiser,1,-1.3206971135085215,-1.4941977855230348
harley-davidson,883 sportster hugger,1994,Cruiser,2,-1.678701391172866,-1.4489890701534236
harley-davidson,883 sportster standard,1993,Cruiser,2,-1.8347161290050662,-1.1163909302038653
harley-davidson,883 sportster standard,1994,Cruiser,1,-1.2579426877965245,-1.2205495835510185
harley-davidson,breakout,2021,Cruiser,4,1.0473602089797676,-1.839439720591285
harley-davidson,breakout 114,2020,Cruiser,4,1.155759100529102,-1.7355359816711662
harley-davidson,cvo breakout,2013,Cruiser,4,1.5279989486488172,-3.1105183413176025
harley-davidson,cvo limited,2015,Touring,4,2.8860863293732617,-4.019227581233818
harley-davidson,cvo limited,2016,Touring,4,3.0397730592810657,-3.8378842431848215
harley-davidson,cvo limited,2017,Touring,4,3.3677626861310253,-3.6859809554647387
harley-davidson,cvo limited,2018,Touring,4,3.461310490726549,-3.6598007242740853
harley-davidson,cvo limited,2019,Touring,4,3.627675327544058,-3.676885369925233
harley-davidson,cvo limited,2020,Touring,4,3.5186498751338364,-3.750513255349905
harley-davidson,cvo limited,2021,Touring,4,3.5186498751338364,-3.750513255349905
harley-davidson,cvo pro street breakout,2017,Cruiser,4,1.3007481466208106,-2.172678808584237
harley-davidson,cvo road glide,2018,Touring,4,3.3893287706741266,-3.684942816454138
harley-davidson,cvo road glide,2019,Touring,4,3.1523832369179936,-3.643693508654315
harley-davidson,cvo road glide,2020,Touring,4,3.4476995691502985,-3.7290380499450673
harley-davidson,cvo road glide,2021,Touring,4,3.4316502485569322,-3.8358378921694714
harley-davidson,cvo road glide ultra,2015,Touring,4,2.743996238024171,-3.7165220836878357
harley-davidson,cvo road glide ultra,2016,Touring,4,2.671072591818293,-3.7109294897024605
harley-davidson,cvo street glide,2015,Touring,4,2.7756180700160953,-3.819973451005626
harley-davidson,cvo street glide,2016,Touring,4,2.742410091182716,-3.7916630948726517
harley-davidson,cvo street glide,2017,Touring,4,3.2319045058888647,-3.6022880548277074
harley-davidson,cvo street glide,2018,Touring,4,3.3907588640294213,-3.5921672628881622
harley-davidson,cvo street glide,2019,Touring,4,3.6781528222810533,-3.6456076399493873
harley-davidson,cvo street glide,2020,Touring,4,3.690324386251509,-3.774620358345942
harley-davidson,cvo street glide,2021,Touring,4,3.3841287617960996,-3.7198383923062126
harley-davidson,deluxe,2020,Cruiser,4,1.4708278666162584,-2.629964977985715
harley-davidson,dyna fat bob,2016,Cruiser,4,1.274127556855259,-2.665762486149447
harley-davidson,dyna fat bob,2017,Cruiser,4,1.2887036864872587,-2.579675555532795
harley-davidson,dyna glide convertible,1997,Cruiser,1,0.3184147053145415,-2.032271750379881
harley-davidson,dyna glide convertible,1998,Cruiser,1,0.3355338805866246,-2.0139302270309605
harley-davidson,dyna low rider,2015,Cruiser,4,0.6507462710154867,-2.014471044459378
harley-davidson,dyna low rider,2016,Cruiser,4,0.6755103978615866,-2.0426283213867618
harley-davidson,dyna low rider,2017,Cruiser,4,0.8472205958800229,-2.0566817762833907
harley-davidson,dyna low rider s,2017,Cruiser,4,1.5572243955966423,-1.8173610861918452
harley-davidson,dyna low rider s dark custom,2018,Cruiser,4,1.4742564794986288,-1.8244158142240892
harley-davidson,dyna street bob,2015,Cruiser,4,0.62176065860949,-2.1359448956074223
harley-davidson,dyna street bob,2016,Cruiser,4,0.666589761286001,-1.9716897956560444
harley-davidson,dyna street bob,2017,Cruiser,4,1.0867371179058887,-2.047763922031161
harley-davidson,dyna street bob dark custom,2015,Cruiser,4,0.8889501509935724,-2.0275884033876133
harley-davidson,dyna street bob dark custom,2016,Cruiser,4,0.8889501509935724,-2.0275884033876133
harley-davidson,dyna switchback,2015,Touring,4,1.3887906908388212,-3.5269977991163084
harley-davidson,dyna switchback,2016,Touring,4,1.6380913670519035,-3.3948132363785994
harley-davidson,dyna wide glide,1996,Cruiser,1,0.9316622050189276,-2.3333637076636236
harley-davidson,dyna wide glide,1997,Cruiser,4,0.8943640671141802,-2.73685146996632
harley-davidson,dyna wide glide,2001,Cruiser,4,0.953104423790118,-2.650035275502339
harley-davidson,dyna wide glide,2015,Cruiser,4,0.728446667384743,-2.16084457550909
harley-davidson,dyna wide glide,2016,Cruiser,4,0.822967468634256,-1.999759520227436
harley-davidson,dyna wide glide,2017,Cruiser,4,0.40404416665456216,-1.9031129677142993
harley-davidson,electra glide standard,2020,Touring,4,2.426039434031014,-3.8196856625182467
harley-davidson,electra glide standard,2021,Touring,4,2.426039434031014,-3.8196856625182467
harley-davidson,electra glide standard,2022,Touring,4,2.426039434031014,-3.8196856625182467
harley-davidson,electra glide ultra classic,1993,Other,1,0.5963894617628435,-2.5783180520167637
harley-davidson,electra glide ultra classic,1994,Other,1,0.6345910497110323,-2.5617261402666314
harley-davidson,electra glide ultra classic,2015,Touring,4,2.4311772610901796,-3.7592899466326246
harley-davidson,electra glide ultra classic,2016,Touring,4,2.5850494160434594,-3.729680999483431
harley-davidson,electra glide ultra classic,2017,Touring,4,2.8770632934542273,-3.7652377579351977
harley-davidson,electra glide ultra classic,2018,Touring,4,2.7197614458518977,-3.736830852476883
harley-davidson,electra glide ultra classic,2019,Touring,4,2.315253652523392,-3.6845333208630704
harley-davidson,electra glide ultra classic low,2016,Touring,4,2.3038745854398597,-3.983036851454564
harley-davidson,electra glide ultra limited,2015,Touring,4,2.6409130578932856,-3.7971658205770438
harley-davidson,electra glide ultra limited low,2015,Touring,4,2.704837903416129,-4.081409570422712
harley-davidson,fat bob 114,2020,Cruiser,4,0.8669450380061603,-1.5872661699063901
harley-davidson,fat bob 114,2021,Cruiser,4,1.1666886228967963,-1.673712689034884
harley-davidson,fat bob 114,2022,Cruiser,4,1.1148025397472603,-1.6656992897390122
harley-davidson,fat boy,1990,Sport,1,0.4045532973452937,-2.335477592600821
harley-davidson,fat boy 114,2020,Cruiser,4,1.0558397349435455,-1.515682248988011
harley-davidson,fat boy 114,2021,Cruiser,4,1.7417502027803073,-2.6022276489971325
harley-davidson,fat boy 114,2022,Cruiser,4,1.8990520503826367,-2.630634554455447
harley-davidson,fat boy s,2016,Cruiser,4,1.5104757163188587,-2.703153886907841
harley-davidson,fat boy special,2017,Cruiser,4,1.2883701764019295,-2.975979433712023
harley-davidson,flhr road king,2000,Cruiser,4,0.8289048916206906,-2.4101084005043645
harley-davidson,flhrci road king classic,2000,Cruiser,4,0.8229495384746964,-2.448698336922322
harley-davidson,flhrci road king classic,2003,Cruiser,1,0.9370784214611574,-2.08238947368153
harley-davidson,flht electra glide standard,2000,Cruiser,4,0.776470942419914,-2.40063943201826
harley-davidson,flhtc electra glide classic,2010,Touring,4,1.7876333491525356,-3.703552059614901
harley-davidson,flhtcui ultra classic electra glide,2000,Cruiser,4,1.1802974351664655,-2.709214222296351
harley-davidson,flhx street glide,2008,Touring,4,2.437226994841084,-3.541646125734467
harley-davidson,flstc heritage softail classic,2000,Cruiser,4,1.1669794913158795,-3.245185020645607
harley-davidson,flstf fat boy,1999,Cruiser,1,0.07844080902295723,-2.205352893044609
harley-davidson,flstf fat boy,2000,Cruiser,4,1.00542713345608,-3.0005930875706555
harley-davidson,flstfi fat boy,2004,Cruiser,4,0.7956518682331666,-2.4693883374165253
harley-davidson,flstfi fat boy,2006,Cruiser,4,0.8197178949027394,-2.4936092759100363
harley-davidson,flsts heritage springer,2000,Cruiser,4,1.1341714707268198,-3.1281413695545726
harley-davidson,fltri road glide,2006,Cruiser,4,1.2341020585419369,-2.0009871338409155
harley-davidson,forty-eight,2021,Cruiser,1,-0.3119744982647238,-1.3753430583634416
harley-davidson,forty-eight,2022,Cruiser,1,-0.3119744982647238,-1.3753430583634416
harley-davidson,freewheeler,2016,Cruiser,4,2.356434801273883,-3.781771607244538
harley-davidson,freewheeler,2017,Cruiser,4,2.6183940871042406,-3.918755472662472
harley-davidson,freewheeler,2018,Cruiser,4,2.684863584954497,-3.9142831729714156
harley-davidson,freewheeler,2019,Cruiser,4,2.5834229832023055,-3.9523068790583924
harley-davidson,freewheeler,2020,Cruiser,4,2.7356108214020254,-3.80456687265633
harley-davidson,freewheeler,2021,Cruiser,4,2.8668579989906307,-4.001804749943209
harley-davidson,freewheeler,2022,Cruiser,4,2.814424049789854,-3.992335781457103
harley-davidson,fxd dyna super glide,2000,Cruiser,4,0.6870260482104084,-2.2334275997571322
harley-davidson,fxd dyna super glide,2002,Cruiser,1,0.6760094432607341,-2.0865156539200655
harley-davidson,fxdc dyna super glide custom,2009,Cruiser,4,1.2317581693055977,-2.806353229673692
harley-davidson,fxdi dyna super glide,2004,Cruiser,1,0.5293328843442333,-1.8647130510967007
harley-davidson,fxdl dyna low rider,2000,Cruiser,1,0.4711848340844763,-2.11192562656498
harley-davidson,fxdl dyna low rider,2002,Cruiser,4,0.7448882300421327,-2.344750912572517
harley-davidson,fxdli dyna low rider,2006,Cruiser,4,0.8075287593786865,-2.2106642666578
harley-davidson,fxdr 114,2019,Cruiser,4,0.991161647359112,-1.6497041759204658
harley-davidson,fxdr 114,2020,Cruiser,4,1.4118548281017589,-1.5439519802454114
harley-davidson,fxdwg dyna wide glide,2000,Cruiser,4,1.1531247353058296,-2.7644901772148254
harley-davidson,fxdwg dyna wide glide,2003,Cruiser,4,1.1577263142464436,-2.4534510229274265
harley-davidson,fxdx dyna super glide sport,2000,Cruiser,1,0.6471550181155503,-2.0663764440501584
harley-davidson,fxst softail standard,2000,Cruiser,4,0.801670533466933,-3.007549712674136
harley-davidson,fxst softail standard,2007,Cruiser,1,0.7408607435889125,-2.0779511304149683
harley-davidson,fxstb night train,2000,Cruiser,4,0.9561566799494724,-3.0548388583497257
harley-davidson,fxstd softail deuce,2000,Cruiser,4,0.6569676209010503,-2.3465898351931047
harley-davidson,fxstdi softail deuce,2002,Cruiser,1,0.6547593733270825,-1.9809424606947372
harley-davidson,fxsts springer softail,2000,Cruiser,4,1.0972786172760176,-3.1217805692366087
