Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options,category_group,horsepower,torque_nm,displacement_cc,weight_lbs,seat_height_in,fuel_capacity_gal,rating_clean,power_to_weight,hp_per_cc,quality_score,value_score,beginner_score,performance_score,touring_score,commuting_score,utility_base,cluster
ducati,scrambler 1100 tribute pro,2022,Classic,NA,1079,86,88,V2,four-stroke,6-speed,98,71,15,"Injection. Electronic fuel injection, 55 mm throttle body with full Ride by Wire (RbW)",Desmodromic valve control,Air,Chain,194,1514,810,Double disc. ABS. Brembo. Floating discs. Four-piston calipers. Radially mounted.,Single disc. ABS. Brembo. Floating disc. Single-piston caliper.,120/70-ZR18,180/55-ZR17,Marzocchi fully adjustable 45 mm USD fork,"Kayaba monoshock, pre-load and rebound adjustable",Yellow,Standard / Naked,86,88,1079,427.69627999999994,31.88976377952756,3.9625800000000004,3.5,0.20107726913126298,0.07970342910101946,70,6.679243994307295,60,28.043546753261428,40,90,54.01088668831535,3
ducati,scrambler cafe racer,2020,Allround,NA,803,73,67,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,180,1436,805,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,120/70-17,180/55-17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm",Silver Ice Matt,Standard / Naked,73,67,803,396.8316,31.692913385826774,3.5663220000000004,3.5,0.18395712438223166,0.09090909090909091,70,7.843941479267874,80,25.589512561386417,40,90,58.3973781403466,3
ducati,scrambler classic,2018,Classic,3.6,803,73,67,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",NA,Air,Chain,176.5,1445,790,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-18,180/55-17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm","Yellow, white",Standard / Naked,73,67,803,389.11542999999995,31.10236220472441,3.5663220000000004,3.6,0.18760499936998132,0.09090909090909091,72,7.843941479267874,80,26.112405917654907,40,90,58.828101479413725,3
ducati,scrambler desert sled,2022,Enduro / offroad,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,"Injection. EFI, 50 mm throttle body",Desmodromic valve control,Air,Chain,193,1505,840,"Single disc. ABS. Four-piston calipers, Bosch.",Single disc. ABS. Floating disc. Single-piston caliper.,120/70-R19,170/60-R17,46mm fully adjustable usd forks,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm","Silver/blue

",Adventure / Dual Sport,73,66.2,803,425.49165999999997,33.07086614173229,3.5663220000000004,3.5,0.1715662299937912,0.09090909090909091,70,7.843941479267874,80,23.81337813361731,80,50,59.95334453340433,5
ducati,scrambler desert sled fasthouse,2021,Enduro / offroad,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,193,1505,840,"Single disc. ABS. Four-piston calipers, Bosch.",Single disc. ABS. Floating disc. Single-piston caliper.,120/70-R19,170/60-R17,46mm fully adjustable usd forks,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm","Grey/Black

",Adventure / Dual Sport,73,66.2,803,425.49165999999997,33.07086614173229,3.5663220000000004,3.5,0.1715662299937912,0.09090909090909091,70,7.843941479267874,80,23.81337813361731,80,50,59.95334453340433,5
ducati,scrambler deus  ex machina,2015,Classic,NA,803,73.8,68,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,178,1445,790,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-ZR18,180/55-ZR17,Upside down fork,Monoshock,Yellow/turquise,Standard / Naked,73.8,68,803,392.42235999999997,31.10236220472441,3.5663220000000004,3.5,0.18806267818174277,0.09190535491905355,70,7.94749147092695,80,26.17801047120419,40,90,58.544502617801044,3
ducati,scrambler full throttle,2020,Allround,NA,803,73,67,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",NA,Air,Chain,173,1445,778,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-R18,180/55-R17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm",Yellow/black,Standard / Naked,73,67,803,381.39925999999997,30.629921259842522,3.5663220000000004,3.5,0.191400476235848,0.09090909090909091,70,7.843941479267874,80,26.656456808570088,40,90,58.66411420214252,3
ducati,scrambler icon,2022,Allround,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,173,1445,798,Double disc. Radial 4-piston caliper with Bosch Cornering ABS.,Single disc. 1-piston floating caliper with Bosch Cornering ABS.,110/80-18,180/55-17,"Upside-down Kayaba telescopic fork, Ø 41mm","Kayaba rear shock, pre-load adjustable.","Yellow, Red",Standard / Naked,73,66.2,803,381.39925999999997,31.41732283464567,3.5663220000000004,3.5,0.191400476235848,0.09090909090909091,70,7.843941479267874,80,26.656456808570088,40,90,58.66411420214252,3
ducati,scrambler icon dark,2022,Allround,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,Injection. 50 mm throttle body,Desmodromic valve control,Air,Chain,173,1445,798,Double disc. ABS,Single disc. ABS,110/80-18,180/55-17,"Upside-down telescopic fork, Ø 41mm","Kayaba rear shock, pre-load adjustable.","Black

",Standard / Naked,73,66.2,803,381.39925999999997,31.41732283464567,3.5663220000000004,3.5,0.191400476235848,0.09090909090909091,70,7.843941479267874,80,26.656456808570088,40,90,58.66411420214252,3
ducati,scrambler mach 2.0,2018,Classic,3.6,803,73,68,V2,four-stroke,6-speed,88,66,14,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,170,1436,790,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,120/70-17,180/55-17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm",Silver/yellow/brown,Standard / Naked,73,68,803,374.7854,31.10236220472441,3.698408,3.6,0.19477813169883354,0.09090909090909091,72,7.843941479267874,80,27.140616382922346,40,90,59.08515409573059,3
ducati,scrambler nightshift,2022,Allround,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,Injection. 50 mm throttle body,Desmodromic valve control,Air,Chain,180,1445,798,Double disc. Radial 4-piston caliper with Bosch Cornering ABS.,Single disc. 1-piston floating caliper with Bosch Cornering ABS.,110/80-18,180/55-17,"Upside-down telescopic fork, Ø 41mm","Kayaba rear shock, pre-load adjustable.","Aviator Grey

",Standard / Naked,73,66.2,803,396.8316,31.41732283464567,3.5663220000000004,3.5,0.18395712438223166,0.09090909090909091,70,7.843941479267874,80,25.589512561386417,40,90,58.3973781403466,3
ducati,scrambler officine mermaid,2015,Enduro / offroad,NA,803,73.8,68,V2,four-stroke,6-speed,88,66,13.5,Injection,Desmodromic valve control,Air,Chain,170,1445,790,Single disc,Single disc,110/80-21,180/55-18,Traditional stanchion fork,Monoshock,Chrome/black/green/gold,Adventure / Dual Sport,73.8,68,803,374.7854,31.10236220472441,3.5663220000000004,3.5,0.19691268656676594,0.09190535491905355,70,7.94749147092695,80,27.446587547718465,80,50,60.86164688692962,5
ducati,scrambler sixty2,2020,Classic,NA,399,40,34,V2,four-stroke,6-speed,72,49,14,"Injection. Electronic fuel injection, throttle body diameter 50 mm",Desmodromic valve control,Air,Chain,167,1460,790,Single disc. ABS. Floating discs. Two-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-18,160/60-18,Traditional Showa 41 mm fork,Kayaba rear shock with fully adjustable preload,Orange/Black,Standard / Naked,40,34,399,368.17154,31.10236220472441,3.698408,3.5,0.10864500824805741,0.10025062656641603,70,8.814884853439601,100,14.794130234599592,40,90,60.6985325586499,8
ducati,scrambler street classic,2018,Classic,3.4,803,73,68,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,170,1445,770,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,120/70-17,180/55-17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm",Grey,Standard / Naked,73,68,803,374.7854,30.314960629921263,3.5663220000000004,3.4,0.19477813169883354,0.09090909090909091,68,7.843941479267874,80,27.140616382922346,40,90,58.48515409573059,3
ducati,scrambler tangerine icon,2020,Enduro / offroad,NA,803,73,67,V2,four-stroke,6-speed,88,66,13.5,"Injection. Electronic fuel injection, 50 mm throttle body",Desmodromic valve control,Air,Chain,173,1445,778,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-R18,180/55-R17,46mm fully adjustable usd forks,"Kayaba rear shock, pre-load and rebound adjustable. Aluminium double-sided swingarm","Orange, Red

",Adventure / Dual Sport,73,67,803,381.39925999999997,30.629921259842522,3.5663220000000004,3.5,0.191400476235848,0.09090909090909091,70,7.843941479267874,80,26.656456808570088,80,50,60.66411420214252,5
ducati,scrambler urban enduro,2015,Classic,3.5,803,75,68,V2,four-stroke,6-speed,88,66,13.5,"Injection. EFI, 50 mm throttle body",Desmodromic valve control,Air,Chain,176,1445,790,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,110/80-ZR18,180/55-ZR17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load adjustable",Wild green,Standard / Naked,75,68,803,388.01311999999996,31.10236220472441,3.5663220000000004,3.5,0.19329243299814194,0.09339975093399751,70,8.102816458415566,80,26.92765349833413,40,90,58.731913374583534,3
ducati,scrambler urban motard,2022,Super motard,NA,803,73,66.2,V2,four-stroke,6-speed,88,66,13.5,"Injection. EFI, 50 mm throttle body",Desmodromic valve control,Air,Chain,180,1436,805,Single disc. ABS. Four-piston calipers.,Single disc. ABS. Floating disc. Single-piston caliper.,120/70-ZR17,180/55-ZR17,Upside down Kayaba 41 mm fork,"Kayaba rear shock, pre-load adjustable",Red/white/black,Adventure / Dual Sport,73,66.2,803,396.8316,31.692913385826774,3.5663220000000004,3.5,0.18395712438223166,0.09090909090909091,70,7.843941479267874,80,25.589512561386417,80,50,60.3973781403466,5
ducati,streetfighter 848,2015,Naked bike,3.4,849,132,93.5,V2,four-stroke,6-speed,94,61.2,16.5,"Injection. Marelli electronic fuel injection, elliptical throttle bodies",Desmodromic valve control,Liquid,Chain,169,1475,840,Double disc. Floating discs. Four-piston calipers. Radially mounted.,Single disc. Two-piston calipers.,120/70-17,180/60-17,Marzocchi 43mm fully adjustable usd forks,Progressive linkage with fully adjustable Sachs monoshock. Aluminium single-sided swingarm,Red,Standard / Naked,132,93.5,849,372.58077999999995,33.07086614173229,4.358838,3.4,0.35428558606807364,0.15547703180212014,68,14.555023756713226,20,50.00471903037255,40,90,49.20117975759314,7
ducati,streetfighter v2,2022,Naked bike,NA,955,152,101,V2,four-stroke,6-speed,104,64.7,17,"Injection. Eelectronic fuel injection, twin injectors, elliptical throttle bodies",Desmodromic valve control,Liquid,Chain,178,1465,845,Double disc. Floating discs. Four-piston calipers. Radially mounted. ABS.,Single disc. Two-piston calipers. ABS.,120/70-ZR17,180/60-ZR17,Fully adjustable Showa BPF fork. 43 mm chromed inner tubes,Fully adjustable Sachs unit. Aluminum single-sided swingarm.,"Red, Titanium matte",Standard / Naked,152,101,955,392.42235999999997,33.267716535433074,4.490924000000001,3.5,0.387337765360771,0.15916230366492146,70,14.938064664382686,20,54.7424814318763,40,90,50.68562035796907,7
ducati,streetfighter v4 s,2021,Naked bike,NA,1103,208,123,V4,four-stroke,6-speed,81,53.5,16,Injection. Electronic fuel injection system. Twin injectors per cylinder. Full ride-by-wire elliptical throttle bodies.,Desmodromic valve control,Liquid,Chain,180,1488,845,Double disc. ABS. Brembo,Single disc. ABS. Brembo,120/70-ZR17,200/60-ZR17,Fully adjustable Showa BPF fork. 43 mm chromed inner tubes,Fully adjustable Sachs unit. Aluminum single-sided swingarm.,"Ducati Red, Dark Stealth",Standard / Naked,208,123,1103,396.8316,33.267716535433074,4.226752,3.5,0.5241518064589614,0.1885766092475068,70,17.995337703733423,20,74.35366695076911,40,90,55.58841673769228,7
ducati,streetfighter v4 sp,2022,Naked bike,NA,1103,208,123,V4,four-stroke,6-speed,81,53.5,16,Injection. Electronic fuel injection system. Twin injectors per cylinder. Full ride-by-wire elliptical throttle bodies.,Desmodromic valve control,Liquid,Chain,177,1488,845,Double disc. ABS. Brembo. 4-piston callipers.,Single disc. ABS. Brembo. 2-piston calliper.,120/70-ZR17,200/60-ZR17,Öhlins NIX30 43 mm fully adjustable fork with TiN treatment. Electronic compression and rebound damping adjustment with Öhlins Smart EC 2.0 event-based mode,Fully adjustable Ohlins TTX36 unit. Electronic compression and rebound damping adjustment with Öhlins Smart EC 2.0 event-based mode. Aluminium single-sided swingarm,"Ducati Red, Dark Stealth",Standard / Naked,208,123,1103,390.21774,33.267716535433074,4.226752,3.5,0.5330357353819947,0.1885766092475068,70,17.995337703733423,20,75.62710626187916,40,90,55.90677656546979,7
ducati,superleggera 1299,2017,Naked bike,3.2,1285,215,146,V2,four-stroke,6-speed,116,67.9,17,Injection. Mitsubishi electronic fuel injection system. Twin injectors per cylinder. Full Ride-by-Wire elliptical throttle bodies with aerodynamic valve and optimized trumpets,Desmodromic valve control,Liquid,Chain,156,1511,830,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted.,Single disc. ABS. Floating disc. Two-piston calipers.,120/70-ZR17,200/55-ZR17,"Fully adjustable 43mm USD Öhlins FL 936 fork with TiN treatment, billet fork bottoms and lightweight stress-optimized outer tubes, lightweight springs","Fully adjustable single Öhlins TTX36 shock with titanium spring, adjustable linkage between progressive/flat. Carbon fiber single-sided swingarm","Grey, white/orange",Standard / Naked,215,146,1285,343.92071999999996,32.67716535433071,4.490924000000001,3.2,0.625144073901683,0.16731517509727625,64,15.785460294833614,20,88.8300911313209,40,90,58.307522782830226,7
ducati,superleggera v4,2021,Naked bike,NA,998,221,116,V4,four-stroke,6-speed,81,48.4,16,"Injection. Electronic fuel injection, twin injectors per cylinder, full ride by-wire elliptical throttle bodies",Desmodromic valve control,Liquid,Chain,159,1480,835,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. Brembo,Single disc. ABS. Floating disc. Two-piston calipers.,120/70-ZR17,200/55-ZR17,"Fully adjustable 43mm USD Öhlins FL 936 fork with TiN treatment, billet fork bottoms and lightweight stress-optimized outer tubes, lightweight springs","Fully adjustable single Öhlins TTX36 shock with titanium spring, adjustable linkage between progressive/flat. Carbon fiber single-sided swingarm",Red/SLV4,Standard / Naked,221,116,998,350.53457999999995,32.874015748031496,4.226752,3.5,0.6304656162596,0.22144288577154309,70,21.411402748637013,20,89.59289115966635,40,90,59.39822278991659,7
ducati,supersport,2019,Sport,3.3,937,110,93,V2,four-stroke,6-speed,94,67.5,16,"Injection. Electronic fuel injection system, 53 mm throttle bodies with full Ride-by-Wire",Desmodromic valve control,Liquid,Chain,183,1478,810,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted.,Single disc. ABS. Two-piston calipers.,120/70-17,180/55-17,Fully adjustable 43 mm usd Marzocchi fork,Progressive linkage with adjustable Sachs monoshock. Aluminium single-sided swingarm,Titanium Grey,Sport,110,93,937,403.44545999999997,31.88976377952756,4.226752,3.3,0.2726514756170512,0.11739594450373532,66,10.59694012357648,20,38.303129983852074,40,75,43.72578249596302,7
ducati,supersport 950,2021,Sport,NA,937,110,93,V2,four-stroke,6-speed,94,67.5,16,"Injection. Electronic fuel injection system, 53 mm throttle bodies with full Ride-by-Wire",Desmodromic valve control,Liquid,Chain,184,1478,810,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted Brembo.,Single disc. Bosch ABS. Two-piston calipers.,120/70-17,180/55-17,Fully adjustable 43 mm usd Marzocchi fork,Progressive linkage with adjustable Sachs monoshock. Aluminium single-sided swingarm,Ducati Red,Sport,110,93,937,405.65007999999995,31.88976377952756,4.226752,3.5,0.27116967411913245,0.11739594450373532,70,10.59694012357648,20,38.09072573174024,40,75,44.27268143293506,7
ducati,supersport 950 s,2021,Sport,NA,937,110,93,V2,four-stroke,6-speed,94,67.5,16,"Injection. Electronic fuel injection system, 53 mm throttle bodies with full Ride-by-Wire",Desmodromic valve control,Liquid,Chain,183,1478,810,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted Brembo.,Single disc. Bosch ABS. Two-piston calipers.,120/70-17,180/55-17,Fully adjustable 43 mm usd Marzocchi fork,Progressive linkage with adjustable Sachs monoshock. Aluminium single-sided swingarm,"Artic White, Ducati Red",Sport,110,93,937,403.44545999999997,31.88976377952756,4.226752,3.5,0.2726514756170512,0.11739594450373532,70,10.59694012357648,20,38.303129983852074,40,75,44.32578249596302,7
ducati,supersport s,2020,Sport,NA,937,110,93,V2,four-stroke,6-speed,94,67.5,16,"Injection. Electronic fuel injection system, 53 mm throttle bodies with full Ride-by-Wire",Desmodromic valve control,Liquid,Chain,183,1478,810,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted.,Single disc. ABS. Two-piston calipers.,120/70-17,180/55-17,Fully adjustable 43 mm usd Marzocchi fork,Progressive linkage with adjustable Sachs monoshock. Aluminium single-sided swingarm,"Star White Silk, Ducati Red",Sport,110,93,937,403.44545999999997,31.88976377952756,4.226752,3.5,0.2726514756170512,0.11739594450373532,70,10.59694012357648,20,38.303129983852074,40,75,44.32578249596302,7
ducati,xdiavel,2019,Naked bike,3.6,1262,152,126,V2,four-stroke,6-speed,106,71.5,17,Injection. Bosch fuel injection system. Full ride-by-wire system.,Desmodromic valve control,Liquid,Belt,220,1615,755,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted.,Single disc. ABS. Floating disc. Two-piston calipers.,120/70-ZR17,240/45-ZR17,Adjustable usd forks,"Single shock absorber, Adjustable preload and rebound",Thrilling Black,Standard / Naked,152,126,1262,485.0164,29.7244094488189,4.490924000000001,3.6,0.31339146470098744,0.12044374009508717,72,10.913722828669773,20,44.14287769943438,40,50,42.335719424858596,7
ducati,xdiavel black star,2021,Sport,NA,1262,160,127,V2,four-stroke,NA,106,71.5,18,"Injection. Electronic fuel injection, 56mm elliptical throttle bodies with Ride-by-Wire system",Desmodromic valve control,NA,Belt,221,1615,755,"Double disc. Semifloating, Radial Brembo Monoblock 4-Piston ABS","Single disc. 2-Piston fioating caliper, Brembo ABS",120/70-ZR7,240/45-ZR17,Adustable 50mm fork,"Preload anf rebound adjustable mono shock, remote reservoir, single-sided cast/trellis frame swingarm",Black Star Graphics,Sport,160,127,1262,487.22101999999995,29.7244094488189,4.755096,3.5,0.3283930566049881,0.12678288431061807,70,11.572602728053594,20,46.293234486987586,40,50,42.5733086217469,7
ducati,xdiavel dark,2021,Sport,NA,1262,160,126,V2,four-stroke,NA,106,71.5,18,"Injection. Electronic fuel injection, 56mm elliptical throttle bodies with Ride-by-Wire system",Desmodromic valve control,NA,Belt,221,1615,755,"Double disc. Semifloating, Radial Brembo Monoblock 4-Piston ABS","Single disc. 2-Piston fioating caliper, Brembo ABS",120/70-ZR7,240/45-ZR17,Adustable 50mm fork,"Preload anf rebound adjustable mono shock, remote reservoir, single-sided cast/trellis frame swingarm",Black Star Graphics,Sport,160,126,1262,487.22101999999995,29.7244094488189,4.755096,3.5,0.3283930566049881,0.12678288431061807,70,11.572602728053594,20,46.293234486987586,40,50,42.5733086217469,7
ducati,xdiavel s,2021,Sport,NA,1262,160,126,V2,four-stroke,NA,106,71.5,18,"Injection. Electronic fuel injection, 56mm elliptical throttle bodies with Ride-by-Wire system",Desmodromic valve control,NA,Belt,221,1615,755,"Double disc. Semifloating, Radial Brembo Monoblock 4-Piston ABS","Single disc. 2-Piston fioating caliper, Brembo ABS",120/70-ZR7,240/45-ZR17,Adustable 50mm fork,"Preload anf rebound adjustable mono shock, remote reservoir, single-sided cast/trellis frame swingarm",Thrilling Black,Sport,160,126,1262,487.22101999999995,29.7244094488189,4.755096,3.5,0.3283930566049881,0.12678288431061807,70,11.572602728053594,20,46.293234486987586,40,50,42.5733086217469,7
harley-davidson,115th anniversary breakout 114,2018,Custom / cruiser,3.9,1868,94,155,V2,four-stroke,6-speed,102,114.3,13.2,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,294,1695,665,Single disc. ABS. 4-piston,Single disc. ABS. 2-piston,130/60-B21,240/40-R18,Telescopic fork,Twin shocks,"Blue
",Cruiser,94,155,1868,648.15828,26.181102362204726,3.4870704,3.9,0.1450263043773814,0.05032119914346895,78,3.625304841026515,60,20.009094591203095,40,60,48.70227364780078,4
harley-davidson,115th anniversary cvo limited,2018,Touring,NA,1923,105,167,V2,four-stroke,6-speed,103.5,114.3,22.71,Injection. Electronic Sequential Port Fuel Injection,NA,Oil & air,Belt,411,1625,720,"Double disc. ABS, 4-piston","Single disc. ABS, 4-piston",130/80-B17,180/65-B16,Telescopic fork,Twin shocks,Blue,Touring,105,167,1923,906.0988199999999,28.34645669291339,5.99934612,3.5,0.11588140022078387,0.054602184087363496,70,4.07026315609155,20,15.831408457839228,100,50,46.95785211445981,4
harley-davidson,115th anniversary fat boy 114 (anv),2018,Custom / cruiser,3.7,1753.5,86,145,V2,four-stroke,6-speed,100,111.1,18.93,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,304,1665,675,Double disc. ABS. 4-piston.,Single disc. ABS. 2-piston.,160/60-R18,240/40-R18,Telescopic fork,Twin shocks,"Vivid Black, Black Tempest, Industrial Gray, Bonneville Salt Pearl, Wicked Red/Twisted Cherry, Legend Blue/Vivid Black, Legend Blue Denim",Cruiser,86,145,1753.5,670.20448,26.5748031496063,5.00077596,3.7,0.12831904674824018,0.049044767607641856,74,3.4926347118574057,60,17.614244426358724,75,60,54.50356110658968,4
harley-davidson,115th anniversary forty-eight,2018,Custom / cruiser,3.5,1202,65,96,V2,four-stroke,6-speed,88.9,96.8,7.9,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,247,1495,710,Single disc. Dual-piston. Optional ABS.,Single disc. Single-piston. Optional ABS.,130/90-B16,150/80-B16,Telescopic fork,Twin shocks,Blue,Cruiser,65,96,1202,544.5411399999999,27.95275590551181,2.0869588,3.5,0.11936655511464205,0.054076539101497505,70,4.015628507687359,60,16.330977205585498,40,60,46.582744301396374,1
harley-davidson,115th anniversary heritage classic 114,2018,Custom / cruiser,3.9,1868,94,155,V2,four-stroke,6-speed,100,114.3,18.9,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,316,1630,680,Single disc. ABS. 4-piston,Single disc. ABS. 2-piston,130/90-B16,150/80-B16,Telescopic fork,Twin shocks,Blue,Cruiser,94,155,1868,696.6599199999999,26.77165354330709,4.9928508,3.9,0.13492953635110802,0.05032119914346895,78,3.625304841026515,60,18.561804610473978,40,60,48.3404511526185,4
harley-davidson,115th anniversary street glide,2018,Touring,3.5,1745,89,150,V2,four-stroke,6-speed,100,111.1,22.71,Injection. ESPFI,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Belt,361,1625,715,Double disc. Optional ABS. 4-piston,Single disc. Optional ABS. 4-piston,130/60-B19,180/65-B16,Telescopic fork,Twin shocks,Blue,Touring,89,150,1745,795.8678199999999,28.1496062992126,5.99934612,3.5,0.11182761479161202,0.05100286532951289,70,3.696156068385186,60,15.250331124934357,100,50,56.81258278123359,4
harley-davidson,115th anniversary ultra limited,2018,Touring,3.4,1745,90,153,V2,four-stroke,6-speed,100,111.1,22.71,Injection. Electronic Sequential Port Fuel Injection (ESPFI),Double Overhead Cams/Twin Cam (DOHC),Oil & air,Belt,398,1625,740,Double disc. ABS. 4-piston,Single disc. ABS. 4-piston,130/80-B17,180/65-B16,Telescopic fork,Twin shocks,Blue,Touring,90,153,1745,877.4387599999999,29.133858267716537,5.99934612,3.4,0.10257126092765723,0.05157593123209169,68,3.755719566452693,60,13.923507712677596,100,50,56.1808769281694,4
harley-davidson,1200 custom,2020,Custom / cruiser,NA,1202,67,99,V2,four-stroke,6-speed,88.9,96.8,17,Injection. Electronic Sequential Port Fuel Injection (ESPFI),NA,Air,Belt,255,1530,725,Single disc. Dual piston. ABS.,Single disc. Dual piston. ABS.,130/90-B16,150/80-B16,Telescopic fork,Twin shocks,"Midnight Blue, River Rock Grey, River Rock Grey/Vivid Black, Billiard Red/Vivid Black",Cruiser,67,99,1202,562.1781,28.543307086614174,4.490924000000001,3.5,0.11917931345956025,0.05574043261231281,70,4.1885707774507495,60,16.30413762972619,40,60,46.57603440743155,1
harley-davidson,1200 custom limited edition a,2016,Custom / cruiser,NA,1201.3,67.1,96,V2,four-stroke,6-speed,88.9,96.8,17,Injection. Electronic Sequential Port Fuel Injection (ESPFI),NA,Air,Belt,255,1530,725,Single disc,Single disc,130/90-B16,150/80-B16,NA,NA,Amber Whiskey/Vivid Black,Cruiser,67.1,96,1201.3,562.1781,28.543307086614174,4.490924000000001,3.5,0.11935719303188794,0.055856155831182884,70,4.200598852568315,60,16.32963522679253,40,60,46.58240880669813,1
harley-davidson,1200 custom limited edition b,2016,Custom / cruiser,3.5,1201.3,67.1,96,V2,four-stroke,6-speed,88.9,96.8,17,Injection. Electronic Sequential Port Fuel Injection (ESPFI),NA,Air,Belt,255,1530,725,Single disc,Single disc,130/90-B16,150/80-B16,NA,NA,"Charcoal Pearl, Black Denim",Cruiser,67.1,96,1201.3,562.1781,28.543307086614174,4.490924000000001,3.5,0.11935719303188794,0.055856155831182884,70,4.200598852568315,60,16.32963522679253,40,60,46.58240880669813,1
harley-davidson,breakout,2021,Custom / cruiser,3.6,1868,93,155,V2,four-stroke,6-speed,102,114,13.2,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,294,1695,665,Single disc. ABS. 4-piston,Single disc. ABS. 2-piston floating,130/60-B21,240/40-R18,Telescopic fork,Twin shocks,"Vivid Black, Gauntlet Grey Metallic, Midnight Crimson Red, Snake Venom Green",Cruiser,93,155,1868,648.15828,26.181102362204726,3.4870704,3.6,0.1434834713520901,0.04978586723768737,72,3.5696633505940745,60,19.787941963586846,40,60,47.746985490896705,4
harley-davidson,breakout 114,2020,Custom / cruiser,3.5,1868,100,161,V2,four-stroke,6-speed,102,114,13.2,Injection. Electronic Sequential Port Fuel Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Belt,294,1695,665,Single disc. ABS. 4-piston,Single disc. ABS. 2-piston floating,130/60-B21,240/40-R18,Telescopic fork,Twin shocks,"Vivid Black, Midnight Blue, Barracuda Silver, River Rock Grey Denim, Performance Orange, Stiletto Red, Zephyr Blue/Black Sunglo",Cruiser,100,161,1868,648.15828,26.181102362204726,3.4870704,3.5,0.15428330252912914,0.05353319057815846,70,3.9591537836211548,60,21.33601035690058,40,60,47.83400258922514,4
