Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options,category_group,horsepower,torque_nm,displacement_cc,weight_lbs,seat_height_in,fuel_capacity_gal,rating_clean,power_to_weight,hp_per_cc,quality_score,value_score,beginner_score,performance_score,touring_score,commuting_score,utility_base,cluster
aprilia,dorsoduro 1200,2015,Sport touring,3.7,1197,130,115,V2,four-stroke,6-speed,106,67.8,15,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,212,1565,870,Double disc. Bremo. ABS.,Single disc. Bremo. ABS.,120/70-ZR17,190/55-ZR17,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm.,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload.,"White, red",Sport,130,115,1197,467.37943999999993,34.25196850393701,3.9625800000000004,3.7,0.278146595408647,0.1086048454469507,74,9.683208196194805,20,39.09081093250691,40,50,41.37270273312673,7
aprilia,dorsoduro 750 abs,2017,Super motard,3.4,749.9,92,82,V2,four-stroke,6-speed,92,56.4,12,Injection. Integrated engine management system. Electronic fuel injection with ride-by-wire electronic throttle control.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,186,1505,870,Double disc. ABS.Stainless steel wave floating wave disc. 4-piston.,Single disc. ABS. Four-piston radial calipers..,120/70-17,180/55-17,Sachs upside - down. Spring preload and hydraulic  rebound adjustable.,Aluminium alloy swingarm. Hydraulic Sachs monoshock  absorber. Spring preload and hydraulic rebound adjustable.,"Blue/silver/red, white/yellow",Adventure / Dual Sport,92,82,749.9,410.05931999999996,34.25196850393701,3.170064,3.4,0.22435778316171429,0.12268302440325377,68,11.146470242120596,60,31.38062002411598,80,50,56.54515500602899,6
aprilia,dorsoduro 900,2022,Super motard,NA,896.1,95.2,90,V2,four-stroke,6-speed,92,67.4,12,Injection. Integrated engine management system. Electronic fuel injection with ride-by-wire electronic throttle control.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,195,1515,870,Double disc. ABS.Stainless steel wave floating wave disc. 4-piston.,Single disc. ABS. Four-piston radial calipers..,120/70-ZR17,180/55-ZR17,"Kayaba upside-down fork, Ø 41 mm stanchions adjustable in preload and hydraulic rebound damping",Aluminium alloy swingarm Sachs monoshock absorber adjustable in preload and hydraulic rebound damping.,"Adrenalinic Silver, Exciting Dark",Adventure / Dual Sport,95.2,90,896.1,429.9009,34.25196850393701,3.170064,3.5,0.22144638450396362,0.10623814306439014,70,9.437217164176241,60,30.963294589253437,80,50,56.74082364731336,6
aprilia,mana 850 gt,2016,Allround,3.2,839.3,76.1,73,V2,four-stroke,Automatic,88,69,16,Injection. Integrated engine management system. Weber Marelli electronic fuel injection with one 38 mm throttle body,Single Overhead Cams (SOHC),Liquid,Chain,189,1463,800,Double disc. ABS. Four-piston  radial calipers.,Single disc. ABS,120/70-17,180/55-17,43 mm upside-down fork.,Aluminium alloy single-piece swingarm.  Hydraulic shock absorber adjustable in spring preload and rebound damping.,"Orange, black",Standard / Naked,76.1,73,839.3,416.67317999999995,31.496062992125985,4.226752,3.2,0.1826371450161491,0.09067079709281543,64,7.81917362412006,60,25.40030420220363,40,90,52.45007605055091,3
aprilia,mana 850 gt abs,2015,Allround,3.3,839.3,75.1,73,V2,four-stroke,Automatic,88,69,16,Injection. Integrated engine management system. Weber Marelli electronic fuel injection with one 38 mm throttle body,Single Overhead Cams (SOHC),Liquid,Chain,189,1463,800,Double disc. ABS,Single disc. ABS,120/70-17,180/55-17,43 mm upside-down fork.,Aluminium alloy single-piece swingarm.  Hydraulic shock absorber adjustable in spring preload and rebound damping.,"Orange, black",Standard / Naked,75.1,73,839.3,416.67317999999995,31.496062992125985,4.226752,3.3,0.18023718253236268,0.0894793280114381,66,7.695334348380994,60,25.056289003689468,40,90,52.664072250922366,3
aprilia,mojito 125,2016,Scooter,NA,124,9.8,9,Single cylinder,four-stroke,Automatic,NA,NA,8,Carburettor,Overhead Cams (OHC),Air,Belt,115,NA,775,Single disc,Expanding brake (drum brake),120/70-12,130/70-10,Trailing link fork,Hydraulic mono-shock absorber,"Black
",Scooter,9.8,9,124,253.5313,30.511811023622048,2.113376,3.5,0.03865400445625452,0.07903225806451614,70,6.609483614993442,100,4.76148629690999,40,90,58.1903715742275,8
aprilia,rs 125 gp replica,2021,Sport,3.3,124.2,15,10.9,Single cylinder,four-stroke,6-speed,58,47,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,129,1353,820,Single disc. ABS. Stainless steel disc with radial 4 piston calliper.,Single disc. Single piston,100/80-R17,130/70-R17,41mm Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload.,Black/silver/red/green (GP Replica),Sport,15,10.9,124.2,284.39597999999995,32.28346456692913,3.8304940000000003,3.3,0.052743361562283694,0.12077294685990338,66,10.947940021512167,100,6.781081609133563,40,75,55.84527040228339,8
aprilia,rs 660,2022,Sport,NA,659,100,67,Twin,four-stroke,6-speed,81,63.9,15,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169,1370,820,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17,180/55-ZR17,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black",Sport,100,67,659,372.58077999999995,32.28346456692913,3.9625800000000004,3.5,0.26839817126369214,0.15174506828528073,70,14.167129797706124,60,37.69345322792484,40,75,54.17336330698121,3
aprilia,rs 660 35kw,2022,Sport,NA,659,46.9,67,Twin,four-stroke,6-speed,81,63.9,15,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169,1370,820,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17,180/55-ZR17,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking","Acid gold, Lava red, Apex black",Sport,46.9,67,659,372.58077999999995,32.28346456692913,3.9625800000000004,3.5,0.12587874232267163,0.07116843702579666,70,5.792131392264442,100,17.264446536988196,40,75,59.06611163424705,3
aprilia,rs 660 limited,2022,Sport,NA,659,100,67,Twin,four-stroke,6-speed,81,63.9,15,"Injection. Airbox with front dynamic air intakes, two Ø48-mm throttle bodies",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,169,1370,820,Double disc. ABS. Brembo,Single disc. ABS. Brembo.,120/70-ZR17,180/55-ZR17,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping.","Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking",Red/blue/white,Sport,100,67,659,372.58077999999995,32.28346456692913,3.9625800000000004,3.5,0.26839817126369214,0.15174506828528073,70,14.167129797706124,60,37.69345322792484,40,75,54.17336330698121,3
aprilia,rsv4,2022,Sport,NA,1099,217,125,V4,four-stroke,6-speed,85,52.3,18.5,"Injection. Airbox with front dynamic air intakes. 4 Weber-Marelli 48-mm throttle bodies with 4 injectors and latest generation Ride-by-Wire engine management. Choice of three different engine maps selectable by the rider with bike in motion: T (Track), S (Sport), R",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,179,1439,845,Double disc. ABS. Ø 330 mm floating double disc with aluminium flange Brembo STYLEMA® 4-piston mono-block radial calipers Radial pump and metal braid brake pipe-,Single disc. ABS. Brembo Ø 32 mm 2 isolated piston caliper pump with integrated tank and metal braid pipp,120/70-ZR17,200/55-ZR17,"Sachs fork 43mm stanchions, adjustable compression and rebound",ON Sachs monoshock adjustable in: hydraulic compression and rebound damping and spring pre-load,Dark Losail,Sport,217,125,1099,394.62697999999995,33.267716535433074,4.887182,3.5,0.5498863762432058,0.19745222929936307,70,18.91785460000604,20,78.042509252602,40,75,54.2606273131505,7
aprilia,rsv4 1100 factory,2021,Sport,3.9,1099,217,122,V4,four-stroke,6-speed,85,52.3,18.5,"Injection. Airbox with front dynamic air intakes. 4 Weber-Marelli 48-mm throttle bodies with 4 injectors and latest generation Ride-by-Wire engine management. Choice of three different engine maps selectable by the rider with bike in motion: T (Track), S (Sport), R",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177,1439,840,Double disc. ABS. Ø 330 mm floating double disc with aluminium flange Brembo STYLEMA® 4-piston mono-block radial calipers Radial pump and metal braid brake pipe-,Single disc. ABS. Brembo Ø 32 mm 2 isolated piston caliper Pump with integrated tank and metal braid pipe,120/70-ZR17,200/55-ZR17,"Öhlins NIX upside-down fork, Ø 43 mm stanchions. Electronics management system Ohlins Smart EC 2.0 (OBTi).","Öhlins TTX single shock absorber with piggy-back, Electronics management system Ohlins Smart EC 2.0 (OBTi).","Aprilia Black, Lava Red",Sport,217,122,1099,390.21774,33.07086614173229,4.887182,3.9,0.5560997816244848,0.19745222929936307,78,18.91785460000604,20,78.93315062726104,40,75,55.68328765681527,7
aprilia,rsv4 factory,2022,Sport,NA,1099,217,122,V4,four-stroke,6-speed,85,52.3,18.5,"Injection. Airbox with front dynamic air intakes. 4 Weber-Marelli 48-mm throttle bodies with 4 injectors and latest generation Ride-by-Wire engine management. Choice of three different engine maps selectable by the rider with bike in motion: T (Track), S (Sport), R",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177,1439,840,Double disc. ABS. Ø 330 mm floating double disc with aluminium flange Brembo STYLEMA® 4-piston mono-block radial calipers Radial pump and metal braid brake pipe-,Single disc. ABS. Brembo Ø 32 mm 2 isolated piston caliper Pump with integrated tank and metal braid pipe,120/70-ZR17,200/55-ZR17,"Öhlins NIX upside-down fork, Ø 43 mm stanchions. Electronics management system Ohlins Smart EC 2.0 (OBTi).","Öhlins TTX single shock absorber with piggy-back, Electronics management system Ohlins Smart EC 2.0 (OBTi).",Red/blue/white,Sport,217,122,1099,390.21774,33.07086614173229,4.887182,3.5,0.5560997816244848,0.19745222929936307,70,18.91785460000604,20,78.93315062726104,40,75,54.483287656815264,7
aprilia,rsv4 factory abs,2015,Sport,NA,999.6,184,117,V4,four-stroke,6-speed,78,52.3,17,Injection. Airbox with front dynamic air intakes. Variable length intake ducts controlled via ECU. 4 Weber-Marelli Ø48-mm throttle bodies with 8 injectors and latest generation Ride-by-Wire engine management.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,181,NA,840,Double disc. ABS. Floating stainless steel disc,Single disc. ABS. Floating calliper with two 32mm isolated pistons,120/70-ZR17,200/55-ZR17,"Ohlins Racing upside-down fork, 43-mm stanchions (with Tin surface treatment). Low profile forged aluminium radial caliper mountings. Completely adjustable spring preload and hydraulic compression and rebound damping. Wheel travel: 120 mm","Twin sided aluminium swingarm. Ohlins piggyback shock absorber with adjustable spring preload, compression, rebound damping and length.",Black/red/gold,Sport,184,117,999.6,399.03621999999996,33.07086614173229,4.490924000000001,3.5,0.46111102395667247,0.1840736294517807,70,17.527305620243915,20,65.3172809849363,40,75,51.079320246234076,7
aprilia,rsv4 r abs,2015,Sport,3,999.6,184,117,V4,four-stroke,6-speed,78,52.3,18.5,"Injection. Airbox with front dynamic air intakes.  4 Weber-Marelli 48-mm throttle bodies with 8 injectors and latest generation Ride-by-Wire engine management.   Choice of three different engine maps selectable by the rider with bike in motion: T (Track), S (Sport),",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,186,1420,845,Double disc. ABS. Floating stainless steel disc with lightweight stainless steel rotor and aluminium flange with 6 pins,Single disc. ABS. Brembo calliper with two Ø 32 mm separate pistons,120/70-17,190/55-17,Upside-down Showa fork with 43 mm stanchions. Forged aluminium radial calliper mounting brackets. Completely adjustable spring preload and hydraulic compression and rebound damping. Wheel travel: 120 mm,"Twin sided aluminium swingarm; mixed low thickness and sheet casting technology. Sachs piggy back monoshock with completely adjustable: spring preload, wheelbase, hydraulic compression and rebound damping. APS progressive linkage.","Black, Red",Sport,184,117,999.6,410.05931999999996,33.267716535433074,4.887182,3,0.44871556632342857,0.1840736294517807,60,17.527305620243915,20,63.54049245295618,40,75,49.13512311323905,7
aprilia,rsv4 rf,2020,Sport,3.2,999.6,201,115,V4,four-stroke,6-speed,78,52.3,18.5,Injection. Airbox with front dynamic air intakes. 4 Marelli 48 mm throttle bodies with 8 injectors and latestgeneration Ride-by-Wire technology,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,180,1420,840,Double disc. ABS. Floating stainless steel disc with lightweight stainless steel rotor and aluminium flange with 6 pins,Single disc. ABS. Brembo calliper with two Ø 32 mm separate pistons,120/70-ZR17,200/55-ZR17,Öhlins NIX fork with TIN surface treatment.,"Öhlins TTX monoshock with piggy-back, fully adjustable.","Surpole graphic,Red/Black",Sport,201,115,999.6,396.8316,33.07086614173229,4.887182,3.2,0.506512082203131,0.20108043217286914,64,19.294963853709866,20,71.82515524169001,40,75,51.80628881042251,7
aprilia,rsv4 rr,2020,Sport,NA,999.6,201,115,V4,four-stroke,6-speed,78,52.3,18.5,Injection. Airbox with front dynamic air intakes.  4 Marelli 48 mm throttle bodies with 8 injectors and latestgeneration Ride-by-Wire technology,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,180,1420,840,Double disc. ABS. Brembo M4 Floating stainless steel disc with lightweight stainless steel rotor and aluminium flange with 6 pins,Single disc. ABS. Brembo calliper with two Ø 32 mm separate pistons,120/70-ZR17,200/55-ZR17,Sachs Fork with 43 mm Ø stanchions. Forged aluminium radial calliper mounting brackets. Completely adjustable spring preload and hydraulic compression and rebound damping. Wheel travel: 120 mm,"Double braced aluminium swingarm; mixed low thickness and sheet casting technology. Sachs  monoshock  adjustable  in:  hydraulics  in  rebound  damping  and  compression,  spring  preload,   centre-to-centre length.","Bucine Gray/Black Asari/, Race Pack",Sport,201,115,999.6,396.8316,33.07086614173229,4.887182,3.5,0.506512082203131,0.20108043217286914,70,19.294963853709866,20,71.82515524169001,40,75,52.70628881042251,7
aprilia,rsv4 rr 1000,2021,Sport,NA,999.6,201,115,V4,four-stroke,6-speed,78,52.3,18.5,Injection. Airbox with front dynamic air intakes.  4 Marelli 48 mm throttle bodies with 8 injectors and latestgeneration Ride-by-Wire technology,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,180,1420,840,Double disc. ABS. Brembo M4 Floating stainless steel disc with lightweight stainless steel rotor and aluminium flange with 6 pins,Single disc. ABS. Brembo calliper with two Ø 32 mm separate pistons,120/70-ZR17,200/55-ZR17,"Sachs upside-down fork, Ø 43 mm stanchions. Fully adjustable spring preload, hydraulic rebound and compression.","Double-sided aluminium swingarm Sachs single shock absorber with piggy-back, adjustable spring preload, wheelbase, hydraulic interasse, compression and rebound APS progressive linkage.","Nero Arrabbiata black, Grigio Rivazza grey",Sport,201,115,999.6,396.8316,33.07086614173229,4.887182,3.5,0.506512082203131,0.20108043217286914,70,19.294963853709866,20,71.82515524169001,40,75,52.70628881042251,7
aprilia,rx 125,2022,Enduro / offroad,NA,124.2,15,10.9,Single cylinder,four-stroke,6-speed,58,47,7,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,124,1425,905,Single disc. Floating calliper. Front wheel only ABS.,Single disc. Floating calliper,90/90-21,120/80-18,Ø 41 mm telescopic upside down fork,"Steel swingarm, monoshock with progressive link system","Red/black, silver/black",Adventure / Dual Sport,15,10.9,124.2,273.37287999999995,35.62992125984252,1.849204,3.5,0.05487011001237578,0.12077294685990338,70,10.947940021512167,100,7.085933787111701,80,50,60.77148344677792,5
aprilia,scarabeo 125ie,2015,Scooter,NA,124,19.7,11,Single cylinder,four-stroke,Automatic,NA,NA,8.5,Injection. EFI,Double Overhead Cams/Twin Cam (DOHC),Liquid,Belt,154,1380,810,Single disc,Single disc,100/80-16,120/80-16,Hydraulic telescopic fork,Hydraulic shock absorber,"White, black, violet, red, blue, pink",Scooter,19.7,11,124,339.51147999999995,31.88976377952756,2.2454620000000003,3.5,0.05802454750572794,0.1588709677419355,70,14.907783702616017,100,7.538096872079583,40,90,58.88452421801989,8
aprilia,scarabeo 200ie,2015,Scooter,3.4,181,19,17.2,Single cylinder,four-stroke,Automatic,63,58,8,Injection. EFI,Double Overhead Cams/Twin Cam (DOHC),Liquid,Belt,154,1380,810,Single disc. Three-piston floating calliper,Single disc,110/90-16,120/80-16,Hydraulic fork,Engine acting as swingarm; two hydraulic shock absorbers with adjustable spring preload,"White, violet, black, blue, pink, red",Scooter,19,17.2,181,339.51147999999995,31.88976377952756,2.113376,3.4,0.05596276155374776,0.10497237569060773,68,9.305655449925002,100,7.242556542446961,40,90,58.51063913561174,8
aprilia,shiver 750 abs,2017,Naked bike,3.2,749.9,95,80.9,V2,four-stroke,6-speed,92,56.4,15,Injection. Ride by Wire integrated engine control system.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,193,1440,810,Double disc. ABS. Wave disc. Four-piston radial calipers.,Single disc. Wave disc. Single piston caliper. ABS.,120/70-ZR17,180/55-ZR17,43 mm upside-down fork.,Aluminium alloy swingarm with reinforcement truss. Hydraulic shock absorber adjustable in spring preload and rebound damping.,Red,Standard / Naked,95,80.9,749.9,425.49165999999997,31.88976377952756,3.9625800000000004,3.2,0.22327112122479675,0.1266835578077077,64,11.562278899786147,60,31.2248558301038,40,90,53.90621395752595,3
aprilia,shiver 900,2022,Naked bike,NA,896.1,95,90,V2,four-stroke,6-speed,92,67.4,15,Injection. Ride by Wire integrated engine control system.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,199,1465,810,Double disc. ABS. Wave disc. Four-piston radial calipers.,Single disc. ABS. Wave disc. Single piston caliper.,120/70-ZR17,180/55-ZR17,"Kabaya Upside-down fork, 41 mm. Adjustable hydraulic rebound damping and spring preload.",Double sided aluminum alloy swingarm. Sachs monoshock absorber with adjustable preload and rebound damping.,"Innovation Dark, Challenging Red, Hi-Tech Silver",Standard / Naked,95,90,896.1,438.71937999999994,31.88976377952756,3.9625800000000004,3.5,0.21653932862505415,0.10601495368820443,70,9.414019238916158,60,30.25990784312406,40,90,54.56497696078102,3
aprilia,shiver 900 35kw,2022,Naked bike,NA,896.1,46.9,90,V2,four-stroke,6-speed,92,67.4,15,Injection. Ride by Wire integrated engine control system.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,199,1465,810,Double disc. ABS. Wave disc. Four-piston radial calipers.,Single disc. ABS. Wave disc. Single piston caliper.,120/70-ZR17,180/55-ZR17,"Kabaya Upside-down fork, 41 mm. Adjustable hydraulic rebound damping and spring preload.",Double sided aluminum alloy swingarm. Sachs monoshock absorber with adjustable preload and rebound damping.,"Innovation Dark, Challenging Red, Hi-Tech Silver",Standard / Naked,46.9,90,896.1,438.71937999999994,31.88976377952756,3.9625800000000004,3.5,0.10690204750015832,0.05233790871554514,70,3.8349182138664104,80,14.544290917634564,40,90,55.63607272940864,3
aprilia,shiver sport 750 abs,2017,Naked bike,NA,749.9,95,80.9,V2,four-stroke,6-speed,92,56.4,15,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,189,1440,810,Double disc. ABS. Wave disc. Four-piston radial calipers.,Single disc. Wave disc. Single piston caliper. ABS.,120/70-ZR17,180/55-ZR17,43 mm upside-down fork.,Aluminium alloy swingarm with reinforcement truss. Hydraulic shock absorber adjustable in spring preload and rebound damping.,Red,Standard / Naked,95,80.9,749.9,416.67317999999995,31.88976377952756,3.9625800000000004,3.5,0.2279964359597131,0.1266835578077077,70,11.562278899786147,60,31.902191454121326,40,90,54.97554786353033,3
aprilia,sr 50 factory,2021,Scooter,NA,49,4,4,Single cylinder,two-stroke,Automatic,40,39.3,7.6,Carburettor,NA,Liquid,Belt,107,1260,795,Single disc. 2 opposing pistons,Single disc. 2 opposing pistons,130/60-13,130/60-13,Telescopic hydraulic fork,Engine unit acting as swingarm. Monoshock.,"Black/red/white/green
",Scooter,4,4,49,235.89433999999997,31.2992125984252,2.0077072,3.5,0.016956744277967842,0.08163265306122448,70,6.879764261013718,100,1.651359652067443,40,90,57.41283991301686,8
aprilia,sr 50 mt,2021,Scooter,3.4,49,2,3,Single cylinder,two-stroke,Automatic,40,39.3,6.5,Carburettor,NA,Air,Belt,106,1360,797,Single disc,Expanding brake (drum brake),120/70-14,120/70-14,Telescopic hydraulic fork,Engine unit acting as swingarm. Monoshock.,"Racing Black, Fluo Red, Racing White
",Scooter,2,3,49,233.68971999999997,31.377952755905515,1.7171180000000001,3.4,0.0085583567818045235,0.04081632653061224,68,2.637384500695437,100,0.4475187748828938,40,90,56.811879693720726,8
aprilia,sr 50 street,2016,Scooter,3.2,49,3.6,4.3,Single cylinder,two-stroke,Automatic,40,39.3,7,Carburettor. 17.5 mm throttle body,NA,Liquid,Belt,108,1265,820,Single disc,Single disc,130/60-13,130/60-13,Hydraulic fork,"Engine unit acting as swingarm, secured to the frame by linkages on radial silent block mountings.","Red, orange, black, white
",Scooter,3.6,4.3,49,238.09895999999998,32.28346456692913,1.849204,3.2,0.015119763647854658,0.07346938775510205,64,6.031288308950064,100,1.3880433459150128,40,90,56.44701083647875,8
aprilia,sr motard 125,2020,Scooter,NA,124,9.6,8.2,Single cylinder,four-stroke,Automatic,57,48.6,7,Injection. EFI,Single Overhead Cams (SOHC),Air,Belt,122,NA,775,Single disc,Expanding brake (drum brake),120/70-14,120/70-14,Hydraulic telescopic fork with straight stanchions,"Monoshock,","White/red/grey, grey/red",Scooter,9.6,8.2,124,268.96364,30.511811023622048,1.849204,3.5,0.035692556808050335,0.07741935483870968,70,6.441841188980864,100,4.336986744325769,40,90,58.08424668608144,8
aprilia,sr motard 50,2020,Scooter,NA,49.9,4.6,3.8,Single cylinder,four-stroke,Automatic,40,39.3,7,Carburettor. Keihin NCV F20,NA,Air,Belt,106,1350,820,Single disc. Two-piston floating caliper,Single disc. ABS,120/70-14,120/70-14,Hydraulic telescopic fork with straight stanchions  “ wheel travel: 86mm,"Single arm with engine crankcase as swinging element, served by a single shock  “ wheel travel 76mm","White Lucido, Matt Black, Matt Red",Scooter,4.6,3.8,49.9,233.68971999999997,32.28346456692913,1.849204,3.5,0.019684220598150403,0.09218436873747494,70,7.976491694041892,100,2.042321308372139,40,90,57.51058032709304,8
aprilia,srv 850,2020,Scooter,3.7,839.3,76,76.4,V2,four-stroke,Automatic,88,69,18.5,Injection. Electronic injection with 38 mm single body,Single Overhead Cams (SOHC),Liquid,Belt,249,1593,780,Double disc. Semi-floating  stainless  steel  discs  with  two  Brembo  double  piston  28  mm  floating   callipers.,Single disc. Double piston calliper,120/70-R16,160/60-R15,41 mm diameter hydraulic telescopic fork with straight stanchions and set-back pin (122 mm wheel vertical travel),"With laterally mounted, horizontal, hydraulic monoshock. Seven-position spring preload adjustment.","Black, white, Red",Scooter,76,76.4,839.3,548.95038,30.708661417322837,4.887182,3.7,0.13844602858276553,0.09055165018467771,74,7.806789696546155,60,19.06586531197235,40,50,46.36646632799309,1
aprilia,srv 850 abs-atc,2020,Scooter,3.8,839.3,76,76.4,V2,four-stroke,Automatic,88,69,18.5,Injection. Electronic injection with  38 mm single body,Single Overhead Cams (SOHC),Liquid,Belt,250,1593,780,Double disc. ABS,Single disc. ABS,120/70-R16,160/60-R15,41 mm diameter hydraulic telescopic fork with straight stanchions and set-back pin.,"With laterally mounted, horizontal, hydraulic monoshock. Seven-position spring preload adjustment.","Competition Black, Racing White",Scooter,76,76.4,839.3,551.155,30.708661417322837,4.887182,3.8,0.13789224446843448,0.09055165018467771,76,7.806789696546155,60,18.986484841105565,40,50,46.646621210276386,1
aprilia,tuono 125,2022,Naked bike,NA,124.2,15,11.2,Single cylinder,four-stroke,6-speed,58,47,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,129,1350,810,Single disc. ABS. Stainless steel disc with radial 4 piston calliper,Single disc. ABS. Single 30 mm piston,100/80-17,140/70-ZR17,"Upside down hydraulic fork, 40 mm.",Asymmetric swingarm with monoshock,"Arrow Grey, Lightning White, Aprilia Black",Standard / Naked,15,11.2,124.2,284.39597999999995,31.88976377952756,3.8304940000000003,3.5,0.052743361562283694,0.12077294685990338,70,10.947940021512167,100,6.781081609133563,40,90,58.69527040228339,8
aprilia,tuono v4,2021,Naked bike,NA,1077,175,121,V4,four-stroke,6-speed,81,52.3,18.5,"Injection. Airbox with front dynamic air intakes. 4 Weber-Marelli 48-mm throttle bodies with 4 injectors and latest generation Ride-by-Wire engine management that the rider can select on the fly: T (Track), S (Sport), R (Race).",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,185,1450,825,Double disc. ABS. Floating stainless steel discs with lightweight stainless steel rotor with 6 studs. Brembo radial callipers with 4 diam. horizontally opposed 32 mm pistons. Sintered pads. Axial pump master cylinder and metal braided brake hoses.,Single disc. ABS. Brembo floating calliper.,120/70-ZR17,190/55-ZR17,"Sachs upside-down “one by one” fork, Ø 43 mm stanchions. Forged aluminium radial calliper mounting bracket. Completely adjustable spring preload and hydraulic compression and rebound damping.","Double braced aluminium swingarm; mixed low thickness and sheet casting technology. Sachs monoshock with piggy-back, fully adjustable in: spring preload, hydraulics in compression and  rebound. APS progressive linkages.","Tarmac Grey, Glacier White",Standard / Naked,175,121,1077,407.8547,32.480314960629926,4.887182,3.5,0.42907437379047003,0.16248839368616527,70,15.28377282056716,20,60.725086464767465,40,90,52.181271616191864,7
aprilia,tuono v4 1100 factory,2021,Naked bike,3.4,1077,175,121,V4,four-stroke,6-speed,81,52.3,18.5,"Injection. Airbox with front dynamic air intakes. 4 Weber-Marelli 48-mm throttle bodies with 4 injectors and latest generation Ride-by-Wire engine management. Choice of three different engine maps selectable by the rider with bike in motion: T (Track), S (Sport), R",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,185,1450,825,Double disc. ABS.  Floating double disc with aluminium flange Brembo M50 4-piston mono-block radial calipers Radial pump and metal braid brake pipe.,Single disc. ABS. Brembo Ø 32 mm 2 isolated piston caliper Pump with integrated tank and metal braid pipe.,120/70-ZR17,200/55-ZR17,"Öhlins NIX upside-down fork, Ø 43 mm stanchions. Electronics management system Ohlins Smart EC 2.0 (OBTi).",Double-sided aluminium swingarm Öhlins TTX single shock absorber with piggy-back. Electronics management system Ohlins Smart EC 2.0 (OBTi).,Matte Black/Red/Green/White (Atomico racer),Standard / Naked,175,121,1077,407.8547,32.480314960629926,4.887182,3.4,0.42907437379047003,0.16248839368616527,68,15.28377282056716,20,60.725086464767465,40,90,51.88127161619187,7
